"","LOCATION","TIME","POP"
"1040","SVK",1997,5.383291
"1041","SVK",1998,5.390516
"1042","SVK",1999,5.396019
"1043","SVK",2000,5.38872
"1044","SVK",2001,5.378867
"1045","SVK",2002,5.376912
"1046","SVK",2003,5.373374
"1047","SVK",2004,5.37228
"1048","SVK",2005,5.372806
"1049","SVK",2006,5.373054
"1050","SVK",2007,5.374622
"1051","SVK",2008,5.379232
"1052","SVK",2009,5.386405
"1053","SVK",2010,5.391428
"1054","SVK",2011,5.398384
"1055","SVK",2012,5.407579
"1056","SVK",2013,5.415949
"1057","SVN",1979,1.824001
"1058","SVN",1980,1.884477
"1059","SVN",1981,1.896133
"1060","SVN",1982,1.910335
"1061","SVN",1983,1.922322
"1062","SVN",1984,1.932154
"1063","SVN",1985,1.94164
"1064","SVN",1986,1.980718
"1065","SVN",1987,1.989462
"1066","SVN",1988,1.999988
"1067","SVN",1989,1.999404
"1068","SVN",1990,1.99809
"1069","SVN",1991,2.001768
"1070","SVN",1992,1.995832
"1071","SVN",1993,1.990623
"1072","SVN",1994,1.98885
"1073","SVN",1995,1.987505
"1074","SVN",1996,1.991169
"1075","SVN",1997,1.986848
"1076","SVN",1998,1.982603
"1077","SVN",1999,1.985557
"1078","SVN",2000,1.990272
"1079","SVN",2001,1.992035
"1080","SVN",2002,1.995718
"1081","SVN",2003,1.996773
"1082","SVN",2004,1.997004
"1083","SVN",2005,2.001114
"1084","SVN",2006,2.008516
"1085","SVN",2007,2.019406
"1086","SVN",2008,2.022629
"1087","SVN",2009,2.042335
"1088","SVN",2010,2.049261
"1089","SVN",2011,2.052496
"1090","SVN",2012,2.056262
"1091","SWE",1979,8.293677
"1092","SWE",1980,8.31053
"1093","SWE",1981,8.320502
"1094","SWE",1982,8.325263
"1095","SWE",1983,8.329032
"1096","SWE",1984,8.336605
"1097","SWE",1985,8.350386
"1098","SWE",1986,8.369829
"1099","SWE",1987,8.397804
"1100","SWE",1988,8.436488
"1101","SWE",1989,8.492963
"1102","SWE",1990,8.558834
"1103","SWE",1991,8.617375
"1104","SWE",1992,8.668066
"1105","SWE",1993,8.718561
"1106","SWE",1994,8.780745
"1107","SWE",1995,8.826938
"1108","SWE",1996,8.840997
"1109","SWE",1997,8.846062
"1110","SWE",1998,8.850973
"1111","SWE",1999,8.857874
"1112","SWE",2000,8.872109
"1113","SWE",2001,8.89596
"1114","SWE",2002,8.924958
"1115","SWE",2003,8.958229
"1116","SWE",2004,8.993531
"1117","SWE",2005,9.029572
"1118","SWE",2006,9.080504
"1119","SWE",2007,9.148092
"1120","SWE",2008,9.219637
"1121","SWE",2009,9.298514
"1122","SWE",2010,9.378126
"1123","SWE",2011,9.449212
"1124","SWE",2012,9.519374
"1125","TUR",1979,43.531
"1126","TUR",1980,44.439
"1127","TUR",1981,45.54
"1128","TUR",1982,46.688
"1129","TUR",1983,47.864
"1130","TUR",1984,49.07
"1131","TUR",1985,50.307
"1132","TUR",1986,51.48
"1133","TUR",1987,52.37
"1134","TUR",1988,53.268
"1135","TUR",1989,54.192
"1136","TUR",1990,55.12
"1137","TUR",1991,56.055
"1138","TUR",1992,56.986
"1139","TUR",1993,57.913
"1140","TUR",1994,58.837
"1141","TUR",1995,59.756
"1142","TUR",1996,60.671
"1143","TUR",1997,61.582
"1144","TUR",1998,62.464
"1145","TUR",1999,63.364
"1146","TUR",2000,64.26875
"1147","TUR",2001,65.16633
"1148","TUR",2002,66.00251
"1149","TUR",2003,66.79455
"1150","TUR",2004,67.59873
"1151","TUR",2005,68.43538
"1152","TUR",2006,69.29525
"1153","TUR",2007,70.15811
"1154","TUR",2008,71.05168
"1155","TUR",2009,72.0392
"1156","TUR",2010,73.14215
"1157","TUR",2011,74.22363
"1158","TUR",2012,75.17583
"1159","TUR",2013,76.05462
"1160","USA",1979,225.0555
"1161","USA",1980,227.2247
"1162","USA",1981,229.4657
"1163","USA",1982,231.6645
"1164","USA",1983,233.792
"1165","USA",1984,235.8249
"1166","USA",1985,237.9238
"1167","USA",1986,240.1329
"1168","USA",1987,242.2889
"1169","USA",1988,244.499
"1170","USA",1989,246.8192
"1171","USA",1990,249.6228
"1172","USA",1991,252.9809
"1173","USA",1992,256.5142
"1174","USA",1993,259.9186
"1175","USA",1994,263.1258
"1176","USA",1995,266.2784
"1177","USA",1996,269.3943
"1178","USA",1997,272.6469
"1179","USA",1998,275.8541
"1180","USA",1999,279.0402
"1181","USA",2000,282.1624
"1182","USA",2001,284.969
"1183","USA",2002,287.6252
"1184","USA",2003,290.1079
"1185","USA",2004,292.8053
"1186","USA",2005,295.5166
"1187","USA",2006,298.3799
"1188","USA",2007,301.2312
"1189","USA",2008,304.094
"1190","USA",2009,306.7715
"1191","USA",2010,309.3263
"1192","USA",2011,311.5826
"1193","USA",2012,313.8737
"1194","USA",2013,316.129
