"","location","time","execrlc"
"1143","CHL",1975,1
"1144","CHL",1976,1
"1145","CHL",1977,1
"1146","CHL",1978,1
"1147","CHL",1979,1
"1148","CHL",1980,1
"1149","CHL",1981,1
"1150","CHL",1982,1
"1151","CHL",1983,1
"1152","CHL",1984,1
"1153","CHL",1985,1
"1154","CHL",1986,1
"1155","CHL",1987,1
"1156","CHL",1988,1
"1157","CHL",1989,1
"1158","CHL",1990,2
"1159","CHL",1991,2
"1160","CHL",1992,2
"1161","CHL",1993,2
"1162","CHL",1994,3
"1163","CHL",1995,3
"1164","CHL",1996,3
"1165","CHL",1997,3
"1166","CHL",1998,3
"1167","CHL",1999,3
"1168","CHL",2000,3
"1169","CHL",2001,3
"1170","CHL",2002,3
"1171","CHL",2003,3
"1172","CHL",2004,3
"1173","CHL",2005,3
"1174","CHL",2006,3
"1175","CHL",2007,3
"1176","CHL",2008,3
"1177","CHL",2009,3
"1178","CHL",2010,3
"1179","CHL",2011,2
"1180","CHL",2012,2
"1181","CHN",1975,3
"1182","CHN",1976,3
"1183","CHN",1977,3
"1184","CHN",1978,3
"1185","CHN",1979,3
"1186","CHN",1980,3
"1187","CHN",1981,3
"1188","CHN",1982,3
"1189","CHN",1983,3
"1190","CHN",1984,3
"1191","CHN",1985,3
"1192","CHN",1986,3
"1193","CHN",1987,3
"1194","CHN",1988,3
"1195","CHN",1989,3
"1196","CHN",1990,3
"1197","CHN",1991,3
"1198","CHN",1992,3
"1199","CHN",1993,3
"1200","CHN",1994,3
"1201","CHN",1995,3
"1202","CHN",1996,3
"1203","CHN",1997,3
"1204","CHN",1998,3
"1205","CHN",1999,3
"1206","CHN",2000,3
"1207","CHN",2001,3
"1208","CHN",2002,3
"1209","CHN",2003,3
"1210","CHN",2004,3
"1211","CHN",2005,3
"1212","CHN",2006,3
"1213","CHN",2007,3
"1214","CHN",2008,3
"1215","CHN",2009,3
"1216","CHN",2010,3
"1217","CHN",2011,3
"1218","CHN",2012,3
"1219","CIV",1975,0
"1220","CIV",1976,0
"1221","CIV",1977,0
"1222","CIV",1978,0
"1223","CIV",1979,0
"1224","CIV",1980,0
"1225","CIV",1981,0
"1226","CIV",1982,0
"1227","CIV",1983,0
"1228","CIV",1984,0
"1229","CIV",1985,0
"1230","CIV",1986,0
"1231","CIV",1987,0
"1232","CIV",1988,0
"1233","CIV",1989,0
"1234","CIV",1990,0
"1235","CIV",1991,0
"1236","CIV",1992,0
"1237","CIV",1993,0
"1238","CIV",1994,0
"1239","CIV",1995,0
"1240","CIV",1996,0
"1241","CIV",1997,0
"1242","CIV",1998,0
"1243","CIV",1999,0
"1244","CIV",2000,0
"1245","CIV",2001,3
"1246","CIV",2002,3
"1247","CIV",2003,3
"1248","CIV",2004,3
"1249","CIV",2005,3
"1250","CIV",2006,3
"1251","CIV",2007,3
"1252","CIV",2008,3
"1253","CIV",2009,3
"1254","CIV",2010,3
"1255","CIV",2011,0
"1256","CIV",2012,0
"1257","CMR",1975,0
"1258","CMR",1976,0
"1259","CMR",1977,0
"1260","CMR",1978,0
"1261","CMR",1979,0
"1262","CMR",1980,0
"1263","CMR",1981,0
"1264","CMR",1982,0
"1265","CMR",1983,0
"1266","CMR",1984,0
"1267","CMR",1985,0
"1268","CMR",1986,0
"1269","CMR",1987,0
"1270","CMR",1988,0
"1271","CMR",1989,0
"1272","CMR",1990,0
"1273","CMR",1991,0
"1274","CMR",1992,0
"1275","CMR",1993,0
"1276","CMR",1994,0
"1277","CMR",1995,0
"1278","CMR",1996,0
"1279","CMR",1997,0
"1280","CMR",1998,0
"1281","CMR",1999,0
"1282","CMR",2000,0
"1283","CMR",2001,0
"1284","CMR",2002,0
"1285","CMR",2003,0
"1286","CMR",2004,0
"1287","CMR",2005,0
"1288","CMR",2006,0
"1289","CMR",2007,0
"1290","CMR",2008,0
"1291","CMR",2009,0
"1292","CMR",2010,0
"1293","CMR",2011,0
"1294","CMR",2012,0
"1295","COG",1975,3
"1296","COG",1976,3
"1297","COG",1977,3
"1298","COG",1978,3
"1299","COG",1979,3
"1300","COG",1980,3
"1301","COG",1981,3
"1302","COG",1982,3
"1303","COG",1983,3
"1304","COG",1984,3
"1305","COG",1985,3
"1306","COG",1986,3
"1307","COG",1987,3
"1308","COG",1988,3
"1309","COG",1989,3
"1310","COG",1990,3
"1311","COG",1991,3
"1312","COG",1992,3
"1313","COG",1993,3
"1314","COG",1994,3
"1315","COG",1995,3
"1316","COG",1996,3
"1317","COG",1997,3
"1318","COG",1998,3
"1319","COG",1999,3
"1320","COG",2000,3
"1321","COG",2001,3
"1322","COG",2002,3
"1323","COG",2003,3
"1324","COG",2004,3
"1325","COG",2005,3
"1326","COG",2006,3
"1327","COG",2007,3
"1328","COG",2008,3
"1329","COG",2009,3
"1330","COG",2010,3
"1331","COG",2011,3
"1332","COG",2012,3
"1333","COL",1975,2
"1334","COL",1976,2
"1335","COL",1977,2
"1336","COL",1978,2
"1337","COL",1979,2
"1338","COL",1980,2
"1339","COL",1981,2
"1340","COL",1982,2
"1341","COL",1983,1
"1342","COL",1984,1
"1343","COL",1985,1
"1344","COL",1986,1
"1345","COL",1987,2
"1346","COL",1988,2
"1347","COL",1989,2
"1348","COL",1990,2
"1349","COL",1991,2
"1350","COL",1992,2
"1351","COL",1993,2
"1352","COL",1994,2
"1353","COL",1995,2
"1354","COL",1996,2
"1355","COL",1997,2
"1356","COL",1998,2
"1357","COL",1999,1
"1358","COL",2000,1
"1359","COL",2001,1
"1360","COL",2002,1
"1361","COL",2003,0
"1362","COL",2004,0
"1363","COL",2005,0
"1364","COL",2006,0
"1365","COL",2007,0
"1366","COL",2008,0
"1367","COL",2009,0
"1368","COL",2010,0
"1369","COL",2011,0
"1370","COL",2012,0
"1371","COM",1975,NA
"1372","COM",1976,0
"1373","COM",1977,0
"1374","COM",1978,0
"1375","COM",1979,0
"1376","COM",1980,0
"1377","COM",1981,0
"1378","COM",1982,0
"1379","COM",1983,0
"1380","COM",1984,0
"1381","COM",1985,0
"1382","COM",1986,0
"1383","COM",1987,0
"1384","COM",1988,0
"1385","COM",1989,0
"1386","COM",1990,0
"1387","COM",1991,0
"1388","COM",1992,0
"1389","COM",1993,0
"1390","COM",1994,0
"1391","COM",1995,0
"1392","COM",1996,0
"1393","COM",1997,0
"1394","COM",1998,0
"1395","COM",1999,0
"1396","COM",2000,0
"1397","COM",2001,0
"1398","COM",2002,0
"1399","COM",2003,0
"1400","COM",2004,0
"1401","COM",2005,0
"1402","COM",2006,0
"1403","COM",2007,2
"1404","COM",2008,2
"1405","COM",2009,2
"1406","COM",2010,2
"1407","COM",2011,2
"1408","COM",2012,2
"1409","CPV",1975,NA
"1410","CPV",1976,3
"1411","CPV",1977,3
"1412","CPV",1978,3
"1413","CPV",1979,3
"1414","CPV",1980,3
"1415","CPV",1981,3
"1416","CPV",1982,3
"1417","CPV",1983,3
"1418","CPV",1984,3
"1419","CPV",1985,3
"1420","CPV",1986,3
"1421","CPV",1987,3
"1422","CPV",1988,3
"1423","CPV",1989,3
"1424","CPV",1990,3
"1425","CPV",1991,3
"1426","CPV",1992,2
"1427","CPV",1993,2
"1428","CPV",1994,2
"1429","CPV",1995,2
"1430","CPV",1996,2
"1431","CPV",1997,2
"1432","CPV",1998,2
"1433","CPV",1999,2
"1434","CPV",2000,2
"1435","CPV",2001,2
"1436","CPV",2002,3
"1437","CPV",2003,3
"1438","CPV",2004,3
"1439","CPV",2005,3
"1440","CPV",2006,3
"1441","CPV",2007,3
"1442","CPV",2008,3
"1443","CPV",2009,3
"1444","CPV",2010,3
"1445","CPV",2011,3
"1446","CPV",2012,2
"1447","CRI",1975,3
"1448","CRI",1976,3
"1449","CRI",1977,3
"1450","CRI",1978,3
"1451","CRI",1979,1
"1452","CRI",1980,1
"1453","CRI",1981,1
"1454","CRI",1982,1
"1455","CRI",1983,3
"1456","CRI",1984,3
"1457","CRI",1985,3
"1458","CRI",1986,3
"1459","CRI",1987,3
"1460","CRI",1988,3
"1461","CRI",1989,3
"1462","CRI",1990,3
"1463","CRI",1991,1
"1464","CRI",1992,1
"1465","CRI",1993,1
"1466","CRI",1994,1
"1467","CRI",1995,3
"1468","CRI",1996,3
"1469","CRI",1997,3
"1470","CRI",1998,3
"1471","CRI",1999,1
"1472","CRI",2000,1
"1473","CRI",2001,1
"1474","CRI",2002,1
"1475","CRI",2003,1
"1476","CRI",2004,1
"1477","CRI",2005,1
"1478","CRI",2006,1
"1479","CRI",2007,3
"1480","CRI",2008,3
"1481","CRI",2009,3
"1482","CRI",2010,3
"1483","CRI",2011,3
"1484","CRI",2012,3
"1485","CSK",1975,3
"1486","CSK",1976,3
"1487","CSK",1977,3
"1488","CSK",1978,3
"1489","CSK",1979,3
"1490","CSK",1980,3
"1491","CSK",1981,3
"1492","CSK",1982,3
"1493","CSK",1983,3
"1494","CSK",1984,3
"1495","CSK",1985,3
"1496","CSK",1986,3
"1497","CSK",1987,3
"1498","CSK",1988,3
"1499","CSK",1989,3
"1500","CSK",1990,3
"1501","CUB",1975,3
"1502","CUB",1976,3
"1503","CUB",1977,3
"1504","CUB",1978,3
"1505","CUB",1979,3
"1506","CUB",1980,3
"1507","CUB",1981,3
"1508","CUB",1982,3
"1509","CUB",1983,3
"1510","CUB",1984,3
"1511","CUB",1985,3
"1512","CUB",1986,3
"1513","CUB",1987,3
"1514","CUB",1988,3
"1515","CUB",1989,3
"1516","CUB",1990,3
"1517","CUB",1991,3
"1518","CUB",1992,3
"1519","CUB",1993,3
"1520","CUB",1994,3
"1521","CUB",1995,3
"1522","CUB",1996,3
"1523","CUB",1997,3
"1524","CUB",1998,3
"1525","CUB",1999,3
"1526","CUB",2000,3
"1527","CUB",2001,3
"1528","CUB",2002,3
"1529","CUB",2003,3
"1530","CUB",2004,3
"1531","CUB",2005,3
"1532","CUB",2006,3
"1533","CUB",2007,3
"1534","CUB",2008,3
"1535","CUB",2009,3
"1536","CUB",2010,3
"1537","CUB",2011,3
"1538","CUB",2012,3
"1539","CYP",1975,0
"1540","CYP",1976,0
"1541","CYP",1977,0
"1542","CYP",1978,1
"1543","CYP",1979,1
"1544","CYP",1980,1
"1545","CYP",1981,1
"1546","CYP",1982,1
"1547","CYP",1983,1
"1548","CYP",1984,1
"1549","CYP",1985,1
"1550","CYP",1986,1
"1551","CYP",1987,1
"1552","CYP",1988,1
"1553","CYP",1989,0
"1554","CYP",1990,0
"1555","CYP",1991,0
"1556","CYP",1992,0
"1557","CYP",1993,0
"1558","CYP",1994,1
"1559","CYP",1995,1
"1560","CYP",1996,1
"1561","CYP",1997,1
"1562","CYP",1998,1
"1563","CYP",1999,1
"1564","CYP",2000,1
"1565","CYP",2001,1
"1566","CYP",2002,1
"1567","CYP",2003,1
"1568","CYP",2004,1
"1569","CYP",2005,1
"1570","CYP",2006,1
"1571","CYP",2007,1
"1572","CYP",2008,1
"1573","CYP",2009,3
"1574","CYP",2010,3
"1575","CYP",2011,3
"1576","CYP",2012,3
"1577","CZE",1991,0
"1578","CZE",1992,0
"1579","CZE",1993,1
"1580","CZE",1994,1
"1581","CZE",1995,1
"1582","CZE",1996,1
"1583","CZE",1997,1
"1584","CZE",1998,1
"1585","CZE",1999,3
"1586","CZE",2000,3
"1587","CZE",2001,3
"1588","CZE",2002,3
"1589","CZE",2003,3
"1590","CZE",2004,3
"1591","CZE",2005,3
"1592","CZE",2006,3
"1593","CZE",2007,0
"1594","CZE",2008,0
"1595","CZE",2009,0
"1596","CZE",2010,0
"1597","CZE",2011,0
"1598","CZE",2012,0
"1599","DDR",1975,3
"1600","DDR",1976,3
"1601","DDR",1977,3
"1602","DDR",1978,3
"1603","DDR",1979,3
"1604","DDR",1980,3
"1605","DDR",1981,3
"1606","DDR",1982,3
"1607","DDR",1983,3
"1608","DDR",1984,3
"1609","DDR",1985,3
"1610","DDR",1986,3
"1611","DDR",1987,3
"1612","DDR",1988,3
"1613","DDR",1989,3
"1614","DDR",1990,3
"1615","DDR",1991,1
"1616","DDR",1992,NA
"1617","DDR",1993,NA
"1618","DDR",1994,NA
"1619","DDR",1995,NA
"1620","DDR",1996,NA
"1621","DDR",1997,NA
"1622","DDR",1998,NA
"1623","DDR",1999,NA
"1624","DDR",2000,NA
"1625","DDR",2001,NA
"1626","DDR",2002,NA
"1627","DDR",2003,NA
"1628","DDR",2004,NA
"1629","DDR",2005,NA
"1630","DDR",2006,NA
"1631","DDR",2007,NA
"1632","DDR",2008,NA
"1633","DDR",2009,NA
"1634","DDR",2010,NA
"1635","DDR",2011,NA
"1636","DDR",2012,NA
"1637","DEU",1975,3
"1638","DEU",1976,3
"1639","DEU",1977,3
"1640","DEU",1978,3
"1641","DEU",1979,3
"1642","DEU",1980,3
"1643","DEU",1981,3
"1644","DEU",1982,3
"1645","DEU",1983,1
"1646","DEU",1984,1
"1647","DEU",1985,1
"1648","DEU",1986,1
"1649","DEU",1987,1
"1650","DEU",1988,1
"1651","DEU",1989,1
"1652","DEU",1990,1
"1653","DEU",1991,1
"1654","DEU",1992,1
"1655","DEU",1993,1
"1656","DEU",1994,1
"1657","DEU",1995,1
"1658","DEU",1996,1
"1659","DEU",1997,1
"1660","DEU",1998,1
"1661","DEU",1999,3
"1662","DEU",2000,3
"1663","DEU",2001,3
"1664","DEU",2002,3
"1665","DEU",2003,3
"1666","DEU",2004,3
"1667","DEU",2005,3
"1668","DEU",2006,1
"1669","DEU",2007,1
"1670","DEU",2008,1
"1671","DEU",2009,1
"1672","DEU",2010,1
"1673","DEU",2011,1
"1674","DEU",2012,1
"1675","DJI",1975,NA
"1676","DJI",1976,NA
"1677","DJI",1977,NA
"1678","DJI",1978,0
"1679","DJI",1979,0
"1680","DJI",1980,0
"1681","DJI",1981,0
"1682","DJI",1982,0
"1683","DJI",1983,0
"1684","DJI",1984,0
"1685","DJI",1985,0
"1686","DJI",1986,0
"1687","DJI",1987,0
"1688","DJI",1988,0
"1689","DJI",1989,0
"1690","DJI",1990,0
"1691","DJI",1991,0
"1692","DJI",1992,0
"1693","DJI",1993,0
"1694","DJI",1994,0
"1695","DJI",1995,0
"1696","DJI",1996,0
"1697","DJI",1997,0
"1698","DJI",1998,0
"1699","DJI",1999,0
"1700","DJI",2000,0
"1701","DJI",2001,0
"1702","DJI",2002,0
"1703","DJI",2003,0
"1704","DJI",2004,0
"1705","DJI",2005,0
"1706","DJI",2006,0
"1707","DJI",2007,0
"1708","DJI",2008,0
"1709","DJI",2009,0
"1710","DJI",2010,0
"1711","DJI",2011,0
"1712","DJI",2012,0
"1713","DNK",1975,1
"1714","DNK",1976,3
"1715","DNK",1977,3
"1716","DNK",1978,3
"1717","DNK",1979,3
"1718","DNK",1980,3
"1719","DNK",1981,3
"1720","DNK",1982,3
"1721","DNK",1983,1
"1722","DNK",1984,1
"1723","DNK",1985,1
"1724","DNK",1986,1
"1725","DNK",1987,1
"1726","DNK",1988,1
"1727","DNK",1989,1
"1728","DNK",1990,1
"1729","DNK",1991,1
"1730","DNK",1992,1
"1731","DNK",1993,1
"1732","DNK",1994,3
"1733","DNK",1995,3
"1734","DNK",1996,3
"1735","DNK",1997,3
"1736","DNK",1998,3
"1737","DNK",1999,3
"1738","DNK",2000,3
"1739","DNK",2001,3
"1740","DNK",2002,1
"1741","DNK",2003,1
"1742","DNK",2004,1
"1743","DNK",2005,1
"1744","DNK",2006,1
"1745","DNK",2007,1
"1746","DNK",2008,1
"1747","DNK",2009,1
"1748","DNK",2010,1
"1749","DNK",2011,1
"1750","DNK",2012,3
"1751","DOM",1975,1
"1752","DOM",1976,1
"1753","DOM",1977,1
"1754","DOM",1978,1
"1755","DOM",1979,3
"1756","DOM",1980,3
"1757","DOM",1981,3
"1758","DOM",1982,3
"1759","DOM",1983,3
"1760","DOM",1984,3
"1761","DOM",1985,3
"1762","DOM",1986,3
"1763","DOM",1987,1
"1764","DOM",1988,1
"1765","DOM",1989,1
"1766","DOM",1990,1
"1767","DOM",1991,1
"1768","DOM",1992,1
"1769","DOM",1993,1
"1770","DOM",1994,1
"1771","DOM",1995,1
"1772","DOM",1996,1
"1773","DOM",1997,2
"1774","DOM",1998,2
"1775","DOM",1999,2
"1776","DOM",2000,2
"1777","DOM",2001,3
"1778","DOM",2002,3
"1779","DOM",2003,3
"1780","DOM",2004,3
"1781","DOM",2005,2
"1782","DOM",2006,2
"1783","DOM",2007,2
"1784","DOM",2008,2
"1785","DOM",2009,2
"1786","DOM",2010,2
"1787","DOM",2011,2
"1788","DOM",2012,2
"1789","DZA",1975,3
"1790","DZA",1976,3
"1791","DZA",1977,3
"1792","DZA",1978,3
"1793","DZA",1979,3
"1794","DZA",1980,3
"1795","DZA",1981,3
"1796","DZA",1982,3
"1797","DZA",1983,3
"1798","DZA",1984,3
"1799","DZA",1985,3
"1800","DZA",1986,3
"1801","DZA",1987,3
"1802","DZA",1988,3
"1803","DZA",1989,3
"1804","DZA",1990,3
"1805","DZA",1991,3
"1806","DZA",1992,3
"1807","DZA",1993,0
"1808","DZA",1994,0
"1809","DZA",1995,0
"1810","DZA",1996,0
"1811","DZA",1997,0
"1812","DZA",1998,0
"1813","DZA",1999,0
"1814","DZA",2000,3
"1815","DZA",2001,3
"1816","DZA",2002,3
"1817","DZA",2003,3
"1818","DZA",2004,3
"1819","DZA",2005,3
"1820","DZA",2006,3
"1821","DZA",2007,3
"1822","DZA",2008,3
"1823","DZA",2009,3
"1824","DZA",2010,3
"1825","DZA",2011,3
"1826","DZA",2012,3
"1827","ECU",1975,0
"1828","ECU",1976,0
"1829","ECU",1977,0
"1830","ECU",1978,0
"1831","ECU",1979,0
"1832","ECU",1980,2
"1833","ECU",1981,NA
"1834","ECU",1982,3
"1835","ECU",1983,3
"1836","ECU",1984,3
"1837","ECU",1985,1
"1838","ECU",1986,1
"1839","ECU",1987,1
"1840","ECU",1988,1
"1841","ECU",1989,3
"1842","ECU",1990,3
"1843","ECU",1991,3
"1844","ECU",1992,3
"1845","ECU",1993,3
"1846","ECU",1994,3
"1847","ECU",1995,3
"1848","ECU",1996,3
"1849","ECU",1997,0
"1850","ECU",1998,3
"1851","ECU",1999,3
"1852","ECU",2000,3
"1853","ECU",2001,3
"1854","ECU",2002,3
"1855","ECU",2003,0
"1856","ECU",2004,0
"1857","ECU",2005,0
"1858","ECU",2006,NA
"1859","ECU",2007,3
"1860","ECU",2008,3
"1861","ECU",2009,3
"1862","ECU",2010,3
"1863","ECU",2011,3
"1864","ECU",2012,3
"1865","EGY",1975,0
"1866","EGY",1976,0
"1867","EGY",1977,0
"1868","EGY",1978,0
"1869","EGY",1979,0
"1870","EGY",1980,0
"1871","EGY",1981,0
"1872","EGY",1982,0
"1873","EGY",1983,0
"1874","EGY",1984,0
"1875","EGY",1985,0
"1876","EGY",1986,0
"1877","EGY",1987,0
"1878","EGY",1988,0
"1879","EGY",1989,0
"1880","EGY",1990,0
"1881","EGY",1991,0
"1882","EGY",1992,0
"1883","EGY",1993,0
"1884","EGY",1994,0
"1885","EGY",1995,0
"1886","EGY",1996,0
"1887","EGY",1997,0
"1888","EGY",1998,0
"1889","EGY",1999,0
"1890","EGY",2000,0
"1891","EGY",2001,0
"1892","EGY",2002,0
"1893","EGY",2003,0
"1894","EGY",2004,0
"1895","EGY",2005,0
"1896","EGY",2006,0
"1897","EGY",2007,0
"1898","EGY",2008,0
"1899","EGY",2009,0
"1900","EGY",2010,0
"1901","EGY",2011,0
"1902","EGY",2012,0
"1903","ERI",1975,NA
"1904","ERI",1976,NA
"1905","ERI",1977,NA
"1906","ERI",1978,NA
"1907","ERI",1979,NA
"1908","ERI",1980,NA
"1909","ERI",1981,NA
"1910","ERI",1982,NA
"1911","ERI",1983,NA
"1912","ERI",1984,NA
"1913","ERI",1985,NA
"1914","ERI",1986,NA
"1915","ERI",1987,NA
"1916","ERI",1988,NA
"1917","ERI",1989,NA
"1918","ERI",1990,NA
"1919","ERI",1991,NA
"1920","ERI",1992,NA
"1921","ERI",1993,NA
"1922","ERI",1994,0
"1923","ERI",1995,0
"1924","ERI",1996,0
"1925","ERI",1997,0
"1926","ERI",1998,0
"1927","ERI",1999,0
"1928","ERI",2000,0
"1929","ERI",2001,0
"1930","ERI",2002,0
"1931","ERI",2003,0
"1932","ERI",2004,0
"1933","ERI",2005,0
"1934","ERI",2006,0
"1935","ERI",2007,0
"1936","ERI",2008,0
"1937","ERI",2009,0
"1938","ERI",2010,0
"1939","ERI",2011,0
"1940","ERI",2012,0
"1941","ESP",1975,0
"1942","ESP",1976,0
"1943","ESP",1977,0
"1944","ESP",1978,2
"1945","ESP",1979,2
"1946","ESP",1980,2
"1947","ESP",1981,2
"1948","ESP",1982,2
"1949","ESP",1983,3
"1950","ESP",1984,3
"1951","ESP",1985,3
"1952","ESP",1986,3
"1953","ESP",1987,3
"1954","ESP",1988,3
"1955","ESP",1989,3
"1956","ESP",1990,3
"1957","ESP",1991,3
"1958","ESP",1992,3
"1959","ESP",1993,3
"1960","ESP",1994,3
"1961","ESP",1995,3
"1962","ESP",1996,3
"1963","ESP",1997,1
"1964","ESP",1998,1
"1965","ESP",1999,1
"1966","ESP",2000,1
"1967","ESP",2001,1
"1968","ESP",2002,1
"1969","ESP",2003,1
"1970","ESP",2004,1
"1971","ESP",2005,3
"1972","ESP",2006,3
"1973","ESP",2007,3
"1974","ESP",2008,3
"1975","ESP",2009,3
"1976","ESP",2010,3
"1977","ESP",2011,3
"1978","ESP",2012,1
"1979","EST",1975,NA
"1980","EST",1976,NA
"1981","EST",1977,NA
"1982","EST",1978,NA
"1983","EST",1979,NA
"1984","EST",1980,NA
"1985","EST",1981,NA
"1986","EST",1982,NA
"1987","EST",1983,NA
"1988","EST",1984,NA
"1989","EST",1985,NA
"1990","EST",1986,NA
"1991","EST",1987,NA
"1992","EST",1988,NA
"1993","EST",1989,NA
"1994","EST",1990,NA
"1995","EST",1991,NA
"1996","EST",1992,NA
"1997","EST",1993,1
"1998","EST",1994,1
"1999","EST",1995,1
"2000","EST",1996,1
"2001","EST",1997,1
"2002","EST",1998,1
"2003","EST",1999,1
"2004","EST",2000,1
"2005","EST",2001,1
"2006","EST",2002,0
"2007","EST",2003,0
"2008","EST",2004,0
"2009","EST",2005,0
"2010","EST",2006,0
"2011","EST",2007,0
"2012","EST",2008,0
"2013","EST",2009,0
"2014","EST",2010,0
"2015","EST",2011,0
"2016","EST",2012,0
"2017","ETH",1975,3
"2018","ETH",1976,3
"2019","ETH",1977,3
"2020","ETH",1978,3
"2021","ETH",1979,3
"2022","ETH",1980,3
"2023","ETH",1981,3
"2024","ETH",1982,3
"2025","ETH",1983,3
"2026","ETH",1984,3
"2027","ETH",1985,3
"2028","ETH",1986,3
"2029","ETH",1987,3
"2030","ETH",1988,3
"2031","ETH",1989,3
"2032","ETH",1990,3
"2033","ETH",1991,3
"2034","ETH",1992,0
"2035","ETH",1993,0
"2036","ETH",1994,0
"2037","ETH",1995,0
"2038","ETH",1996,0
"2039","ETH",1997,0
"2040","ETH",1998,0
"2041","ETH",1999,0
"2042","ETH",2000,0
"2043","ETH",2001,0
"2044","ETH",2002,0
"2045","ETH",2003,0
"2046","ETH",2004,0
"2047","ETH",2005,0
"2048","ETH",2006,0
"2049","ETH",2007,0
"2050","ETH",2008,0
"2051","ETH",2009,0
"2052","ETH",2010,0
"2053","ETH",2011,0
"2054","ETH",2012,0
"2055","FIN",1975,3
"2056","FIN",1976,2
"2057","FIN",1977,2
"2058","FIN",1978,3
"2059","FIN",1979,3
"2060","FIN",1980,3
"2061","FIN",1981,3
"2062","FIN",1982,3
"2063","FIN",1983,3
"2064","FIN",1984,3
"2065","FIN",1985,3
"2066","FIN",1986,3
"2067","FIN",1987,3
"2068","FIN",1988,1
"2069","FIN",1989,1
"2070","FIN",1990,1
"2071","FIN",1991,2
"2072","FIN",1992,2
"2073","FIN",1993,2
"2074","FIN",1994,2
"2075","FIN",1995,2
"2076","FIN",1996,3
"2077","FIN",1997,3
"2078","FIN",1998,3
"2079","FIN",1999,3
"2080","FIN",2000,3
"2081","FIN",2001,3
"2082","FIN",2002,3
"2083","FIN",2003,2
"2084","FIN",2004,2
"2085","FIN",2005,2
"2086","FIN",2006,2
"2087","FIN",2007,2
"2088","FIN",2008,2
"2089","FIN",2009,2
"2090","FIN",2010,2
"2091","FIN",2011,2
"2092","FIN",2012,1
"2093","FJI",1975,2
"2094","FJI",1976,2
"2095","FJI",1977,2
"2096","FJI",1978,2
"2097","FJI",1979,2
"2098","FJI",1980,2
"2099","FJI",1981,2
"2100","FJI",1982,2
"2101","FJI",1983,2
"2102","FJI",1984,2
"2103","FJI",1985,2
"2104","FJI",1986,2
"2105","FJI",1987,2
"2106","FJI",1988,0
"2107","FJI",1989,0
"2108","FJI",1990,0
"2109","FJI",1991,0
"2110","FJI",1992,0
"2111","FJI",1993,0
"2112","FJI",1994,0
"2113","FJI",1995,0
"2114","FJI",1996,0
"2115","FJI",1997,0
"2116","FJI",1998,0
"2117","FJI",1999,0
"2118","FJI",2000,0
"2119","FJI",2001,NA
"2120","FJI",2002,0
"2121","FJI",2003,0
"2122","FJI",2004,0
"2123","FJI",2005,0
"2124","FJI",2006,0
"2125","FJI",2007,0
"2126","FJI",2008,0
"2127","FJI",2009,0
"2128","FJI",2010,0
"2129","FJI",2011,0
"2130","FJI",2012,0
"2131","FRA",1975,1
"2132","FRA",1976,1
"2133","FRA",1977,NA
"2134","FRA",1978,NA
"2135","FRA",1979,1
"2136","FRA",1980,1
"2137","FRA",1981,1
"2138","FRA",1982,3
"2139","FRA",1983,3
"2140","FRA",1984,3
"2141","FRA",1985,3
"2142","FRA",1986,3
"2143","FRA",1987,1
"2144","FRA",1988,1
"2145","FRA",1989,3
"2146","FRA",1990,3
"2147","FRA",1991,3
"2148","FRA",1992,3
"2149","FRA",1993,3
"2150","FRA",1994,1
"2151","FRA",1995,1
"2152","FRA",1996,1
"2153","FRA",1997,1
"2154","FRA",1998,3
"2155","FRA",1999,3
"2156","FRA",2000,3
"2157","FRA",2001,3
"2158","FRA",2002,3
"2159","FRA",2003,1
"2160","FRA",2004,1
"2161","FRA",2005,1
"2162","FRA",2006,1
"2163","FRA",2007,1
"2164","FRA",2008,1
"2165","FRA",2009,1
"2166","FRA",2010,1
"2167","FRA",2011,1
"2168","FRA",2012,1
"2169","GAB",1975,0
"2170","GAB",1976,0
"2171","GAB",1977,0
"2172","GAB",1978,0
"2173","GAB",1979,0
"2174","GAB",1980,0
"2175","GAB",1981,0
"2176","GAB",1982,0
"2177","GAB",1983,0
"2178","GAB",1984,0
"2179","GAB",1985,0
"2180","GAB",1986,0
"2181","GAB",1987,0
"2182","GAB",1988,0
"2183","GAB",1989,0
"2184","GAB",1990,0
"2185","GAB",1991,0
"2186","GAB",1992,0
"2187","GAB",1993,0
"2188","GAB",1994,0
"2189","GAB",1995,0
"2190","GAB",1996,0
"2191","GAB",1997,0
"2192","GAB",1998,0
"2193","GAB",1999,0
"2194","GAB",2000,0
"2195","GAB",2001,0
"2196","GAB",2002,0
"2197","GAB",2003,0
"2198","GAB",2004,0
"2199","GAB",2005,0
"2200","GAB",2006,0
"2201","GAB",2007,0
"2202","GAB",2008,0
"2203","GAB",2009,0
"2204","GAB",2010,0
"2205","GAB",2011,0
"2206","GAB",2012,0
"2207","GBR",1975,3
"2208","GBR",1976,3
"2209","GBR",1977,3
"2210","GBR",1978,3
"2211","GBR",1979,3
"2212","GBR",1980,1
"2213","GBR",1981,1
"2214","GBR",1982,1
"2215","GBR",1983,1
"2216","GBR",1984,1
"2217","GBR",1985,1
"2218","GBR",1986,1
"2219","GBR",1987,1
"2220","GBR",1988,1
"2221","GBR",1989,1
"2222","GBR",1990,1
"2223","GBR",1991,1
"2224","GBR",1992,1
