"","location","time","execrlc"
"2225","GBR",1993,1
"2226","GBR",1994,1
"2227","GBR",1995,1
"2228","GBR",1996,1
"2229","GBR",1997,1
"2230","GBR",1998,3
"2231","GBR",1999,3
"2232","GBR",2000,3
"2233","GBR",2001,3
"2234","GBR",2002,3
"2235","GBR",2003,3
"2236","GBR",2004,3
"2237","GBR",2005,3
"2238","GBR",2006,3
"2239","GBR",2007,3
"2240","GBR",2008,3
"2241","GBR",2009,3
"2242","GBR",2010,3
"2243","GBR",2011,1
"2244","GBR",2012,1
"2245","GEO",1975,NA
"2246","GEO",1976,NA
"2247","GEO",1977,NA
"2248","GEO",1978,NA
"2249","GEO",1979,NA
"2250","GEO",1980,NA
"2251","GEO",1981,NA
"2252","GEO",1982,NA
"2253","GEO",1983,NA
"2254","GEO",1984,NA
"2255","GEO",1985,NA
"2256","GEO",1986,NA
"2257","GEO",1987,NA
"2258","GEO",1988,NA
"2259","GEO",1989,NA
"2260","GEO",1990,NA
"2261","GEO",1991,NA
"2262","GEO",1992,NA
"2263","GEO",1993,2
"2264","GEO",1994,2
"2265","GEO",1995,2
"2266","GEO",1996,2
"2267","GEO",1997,2
"2268","GEO",1998,2
"2269","GEO",1999,2
"2270","GEO",2000,2
"2271","GEO",2001,2
"2272","GEO",2002,2
"2273","GEO",2003,2
"2274","GEO",2004,2
"2275","GEO",2005,0
"2276","GEO",2006,0
"2277","GEO",2007,0
"2278","GEO",2008,0
"2279","GEO",2009,0
"2280","GEO",2010,0
"2281","GEO",2011,0
"2282","GEO",2012,0
"2283","GHA",1975,1
"2284","GHA",1976,1
"2285","GHA",1977,1
"2286","GHA",1978,1
"2287","GHA",1979,1
"2288","GHA",1980,0
"2289","GHA",1981,0
"2290","GHA",1982,0
"2291","GHA",1983,0
"2292","GHA",1984,0
"2293","GHA",1985,0
"2294","GHA",1986,0
"2295","GHA",1987,0
"2296","GHA",1988,0
"2297","GHA",1989,0
"2298","GHA",1990,0
"2299","GHA",1991,0
"2300","GHA",1992,0
"2301","GHA",1993,0
"2302","GHA",1994,0
"2303","GHA",1995,0
"2304","GHA",1996,0
"2305","GHA",1997,0
"2306","GHA",1998,0
"2307","GHA",1999,0
"2308","GHA",2000,0
"2309","GHA",2001,1
"2310","GHA",2002,1
"2311","GHA",2003,1
"2312","GHA",2004,1
"2313","GHA",2005,1
"2314","GHA",2006,1
"2315","GHA",2007,1
"2316","GHA",2008,1
"2317","GHA",2009,1
"2318","GHA",2010,1
"2319","GHA",2011,1
"2320","GHA",2012,1
"2321","GIN",1975,3
"2322","GIN",1976,3
"2323","GIN",1977,3
"2324","GIN",1978,3
"2325","GIN",1979,3
"2326","GIN",1980,3
"2327","GIN",1981,3
"2328","GIN",1982,3
"2329","GIN",1983,3
"2330","GIN",1984,3
"2331","GIN",1985,0
"2332","GIN",1986,0
"2333","GIN",1987,0
"2334","GIN",1988,0
"2335","GIN",1989,0
"2336","GIN",1990,0
"2337","GIN",1991,0
"2338","GIN",1992,0
"2339","GIN",1993,0
"2340","GIN",1994,0
"2341","GIN",1995,0
"2342","GIN",1996,0
"2343","GIN",1997,0
"2344","GIN",1998,0
"2345","GIN",1999,0
"2346","GIN",2000,0
"2347","GIN",2001,0
"2348","GIN",2002,0
"2349","GIN",2003,0
"2350","GIN",2004,0
"2351","GIN",2005,0
"2352","GIN",2006,0
"2353","GIN",2007,0
"2354","GIN",2008,0
"2355","GIN",2009,0
"2356","GIN",2010,0
"2357","GIN",2011,0
"2358","GIN",2012,0
"2359","GMB",1975,3
"2360","GMB",1976,3
"2361","GMB",1977,3
"2362","GMB",1978,3
"2363","GMB",1979,3
"2364","GMB",1980,3
"2365","GMB",1981,3
"2366","GMB",1982,3
"2367","GMB",1983,3
"2368","GMB",1984,3
"2369","GMB",1985,3
"2370","GMB",1986,3
"2371","GMB",1987,3
"2372","GMB",1988,3
"2373","GMB",1989,3
"2374","GMB",1990,3
"2375","GMB",1991,3
"2376","GMB",1992,3
"2377","GMB",1993,3
"2378","GMB",1994,3
"2379","GMB",1995,0
"2380","GMB",1996,0
"2381","GMB",1997,0
"2382","GMB",1998,0
"2383","GMB",1999,0
"2384","GMB",2000,0
"2385","GMB",2001,0
"2386","GMB",2002,0
"2387","GMB",2003,0
"2388","GMB",2004,0
"2389","GMB",2005,0
"2390","GMB",2006,0
"2391","GMB",2007,0
"2392","GMB",2008,0
"2393","GMB",2009,0
"2394","GMB",2010,0
"2395","GMB",2011,0
"2396","GMB",2012,0
"2397","GNB",1975,3
"2398","GNB",1976,3
"2399","GNB",1977,3
"2400","GNB",1978,3
"2401","GNB",1979,3
"2402","GNB",1980,3
"2403","GNB",1981,3
"2404","GNB",1982,3
"2405","GNB",1983,3
"2406","GNB",1984,3
"2407","GNB",1985,3
"2408","GNB",1986,3
"2409","GNB",1987,3
"2410","GNB",1988,3
"2411","GNB",1989,3
"2412","GNB",1990,3
"2413","GNB",1991,3
"2414","GNB",1992,3
"2415","GNB",1993,3
"2416","GNB",1994,3
"2417","GNB",1995,3
"2418","GNB",1996,3
"2419","GNB",1997,3
"2420","GNB",1998,3
"2421","GNB",1999,3
"2422","GNB",2000,0
"2423","GNB",2001,0
"2424","GNB",2002,0
"2425","GNB",2003,0
"2426","GNB",2004,NA
"2427","GNB",2005,NA
"2428","GNB",2006,0
"2429","GNB",2007,0
"2430","GNB",2008,0
"2431","GNB",2009,0
"2432","GNB",2010,3
"2433","GNB",2011,3
"2434","GNB",2012,3
"2435","GNQ",1975,0
"2436","GNQ",1976,0
"2437","GNQ",1977,0
"2438","GNQ",1978,0
"2439","GNQ",1979,0
"2440","GNQ",1980,0
"2441","GNQ",1981,0
"2442","GNQ",1982,0
"2443","GNQ",1983,0
"2444","GNQ",1984,0
"2445","GNQ",1985,0
"2446","GNQ",1986,0
"2447","GNQ",1987,0
"2448","GNQ",1988,0
"2449","GNQ",1989,0
"2450","GNQ",1990,0
"2451","GNQ",1991,0
"2452","GNQ",1992,0
"2453","GNQ",1993,0
"2454","GNQ",1994,0
"2455","GNQ",1995,0
"2456","GNQ",1996,0
"2457","GNQ",1997,0
"2458","GNQ",1998,0
"2459","GNQ",1999,0
"2460","GNQ",2000,0
"2461","GNQ",2001,0
"2462","GNQ",2002,0
"2463","GNQ",2003,0
"2464","GNQ",2004,0
"2465","GNQ",2005,0
"2466","GNQ",2006,0
"2467","GNQ",2007,0
"2468","GNQ",2008,0
"2469","GNQ",2009,0
"2470","GNQ",2010,0
"2471","GNQ",2011,0
"2472","GNQ",2012,0
"2473","GRC",1975,NA
"2474","GRC",1976,NA
"2475","GRC",1977,NA
"2476","GRC",1978,NA
"2477","GRC",1979,NA
"2478","GRC",1980,NA
"2479","GRC",1981,1
"2480","GRC",1982,1
"2481","GRC",1983,1
"2482","GRC",1984,1
"2483","GRC",1985,1
"2484","GRC",1986,1
"2485","GRC",1987,3
"2486","GRC",1988,3
"2487","GRC",1989,3
"2488","GRC",1990,3
"2489","GRC",1991,1
"2490","GRC",1992,1
"2491","GRC",1993,1
"2492","GRC",1994,3
"2493","GRC",1995,3
"2494","GRC",1996,3
"2495","GRC",1997,3
"2496","GRC",1998,3
"2497","GRC",1999,3
"2498","GRC",2000,3
"2499","GRC",2001,3
"2500","GRC",2002,3
"2501","GRC",2003,3
"2502","GRC",2004,3
"2503","GRC",2005,1
"2504","GRC",2006,1
"2505","GRC",2007,1
"2506","GRC",2008,1
"2507","GRC",2009,1
"2508","GRC",2010,3
"2509","GRC",2011,3
"2510","GRC",2012,3
"2511","GRD",1975,0
"2512","GRD",1976,0
"2513","GRD",1977,0
"2514","GRD",1978,3
"2515","GRD",1979,3
"2516","GRD",1980,3
"2517","GRD",1981,3
"2518","GRD",1982,3
"2519","GRD",1983,3
"2520","GRD",1984,NA
"2521","GRD",1985,1
"2522","GRD",1986,1
"2523","GRD",1987,1
"2524","GRD",1988,1
"2525","GRD",1989,1
"2526","GRD",1990,1
"2527","GRD",1991,3
"2528","GRD",1992,3
"2529","GRD",1993,3
"2530","GRD",1994,3
"2531","GRD",1995,3
"2532","GRD",1996,1
"2533","GRD",1997,1
"2534","GRD",1998,1
"2535","GRD",1999,1
"2536","GRD",2000,1
"2537","GRD",2001,1
"2538","GRD",2002,1
"2539","GRD",2003,1
"2540","GRD",2004,1
"2541","GRD",2005,1
"2542","GRD",2006,1
"2543","GRD",2007,1
"2544","GRD",2008,1
"2545","GRD",2009,3
"2546","GRD",2010,3
"2547","GRD",2011,3
"2548","GRD",2012,3
"2549","GTM",1975,0
"2550","GTM",1976,0
"2551","GTM",1977,0
"2552","GTM",1978,0
"2553","GTM",1979,0
"2554","GTM",1980,0
"2555","GTM",1981,0
"2556","GTM",1982,0
"2557","GTM",1983,0
"2558","GTM",1984,0
"2559","GTM",1985,0
"2560","GTM",1986,1
"2561","GTM",1987,1
"2562","GTM",1988,1
"2563","GTM",1989,1
"2564","GTM",1990,1
"2565","GTM",1991,1
"2566","GTM",1992,0
"2567","GTM",1993,0
"2568","GTM",1994,0
"2569","GTM",1995,0
"2570","GTM",1996,1
"2571","GTM",1997,1
"2572","GTM",1998,1
"2573","GTM",1999,1
"2574","GTM",2000,1
"2575","GTM",2001,1
"2576","GTM",2002,1
"2577","GTM",2003,1
"2578","GTM",2004,1
"2579","GTM",2005,1
"2580","GTM",2006,1
"2581","GTM",2007,1
"2582","GTM",2008,3
"2583","GTM",2009,3
"2584","GTM",2010,3
"2585","GTM",2011,3
"2586","GTM",2012,1
"2587","GUY",1975,3
"2588","GUY",1976,3
"2589","GUY",1977,3
"2590","GUY",1978,3
"2591","GUY",1979,3
"2592","GUY",1980,3
"2593","GUY",1981,3
"2594","GUY",1982,3
"2595","GUY",1983,3
"2596","GUY",1984,3
"2597","GUY",1985,3
"2598","GUY",1986,3
"2599","GUY",1987,3
"2600","GUY",1988,3
"2601","GUY",1989,3
"2602","GUY",1990,3
"2603","GUY",1991,3
"2604","GUY",1992,3
"2605","GUY",1993,3
"2606","GUY",1994,3
"2607","GUY",1995,3
"2608","GUY",1996,3
"2609","GUY",1997,3
"2610","GUY",1998,3
"2611","GUY",1999,3
"2612","GUY",2000,3
"2613","GUY",2001,3
"2614","GUY",2002,3
"2615","GUY",2003,3
"2616","GUY",2004,3
"2617","GUY",2005,3
"2618","GUY",2006,3
"2619","GUY",2007,3
"2620","GUY",2008,3
"2621","GUY",2009,3
"2622","GUY",2010,3
"2623","GUY",2011,3
"2624","GUY",2012,3
"2625","HND",1975,0
"2626","HND",1976,0
"2627","HND",1977,0
"2628","HND",1978,0
"2629","HND",1979,0
"2630","HND",1980,0
"2631","HND",1981,0
"2632","HND",1982,1
"2633","HND",1983,1
"2634","HND",1984,1
"2635","HND",1985,1
"2636","HND",1986,1
"2637","HND",1987,1
"2638","HND",1988,1
"2639","HND",1989,1
"2640","HND",1990,1
"2641","HND",1991,1
"2642","HND",1992,1
"2643","HND",1993,1
"2644","HND",1994,1
"2645","HND",1995,1
"2646","HND",1996,1
"2647","HND",1997,1
"2648","HND",1998,1
"2649","HND",1999,1
"2650","HND",2000,1
"2651","HND",2001,1
"2652","HND",2002,1
"2653","HND",2003,1
"2654","HND",2004,1
"2655","HND",2005,1
"2656","HND",2006,1
"2657","HND",2007,1
"2658","HND",2008,1
"2659","HND",2009,1
"2660","HND",2010,1
"2661","HND",2011,1
"2662","HND",2012,1
"2663","HRV",1975,NA
"2664","HRV",1976,NA
"2665","HRV",1977,NA
"2666","HRV",1978,NA
"2667","HRV",1979,NA
"2668","HRV",1980,NA
"2669","HRV",1981,NA
"2670","HRV",1982,NA
"2671","HRV",1983,NA
"2672","HRV",1984,NA
"2673","HRV",1985,NA
"2674","HRV",1986,NA
"2675","HRV",1987,NA
"2676","HRV",1988,NA
"2677","HRV",1989,NA
"2678","HRV",1990,NA
"2679","HRV",1991,1
"2680","HRV",1992,1
"2681","HRV",1993,1
"2682","HRV",1994,1
"2683","HRV",1995,1
"2684","HRV",1996,1
"2685","HRV",1997,1
"2686","HRV",1998,1
"2687","HRV",1999,1
"2688","HRV",2000,1
"2689","HRV",2001,3
"2690","HRV",2002,3
"2691","HRV",2003,3
"2692","HRV",2004,1
"2693","HRV",2005,1
"2694","HRV",2006,1
"2695","HRV",2007,1
"2696","HRV",2008,1
"2697","HRV",2009,1
"2698","HRV",2010,1
"2699","HRV",2011,2
"2700","HRV",2012,2
"2701","HTI",1975,0
"2702","HTI",1976,0
"2703","HTI",1977,0
"2704","HTI",1978,0
"2705","HTI",1979,0
"2706","HTI",1980,0
"2707","HTI",1981,0
"2708","HTI",1982,0
"2709","HTI",1983,0
"2710","HTI",1984,0
"2711","HTI",1985,0
"2712","HTI",1986,0
"2713","HTI",1987,0
"2714","HTI",1988,0
"2715","HTI",1989,0
"2716","HTI",1990,0
"2717","HTI",1991,0
"2718","HTI",1992,0
"2719","HTI",1993,0
"2720","HTI",1994,0
"2721","HTI",1995,0
"2722","HTI",1996,0
"2723","HTI",1997,0
"2724","HTI",1998,0
"2725","HTI",1999,0
"2726","HTI",2000,0
"2727","HTI",2001,0
"2728","HTI",2002,0
"2729","HTI",2003,0
"2730","HTI",2004,0
"2731","HTI",2005,0
"2732","HTI",2006,0
"2733","HTI",2007,0
"2734","HTI",2008,0
"2735","HTI",2009,0
"2736","HTI",2010,0
"2737","HTI",2011,0
"2738","HTI",2012,1
"2739","HUN",1975,3
"2740","HUN",1976,3
"2741","HUN",1977,3
"2742","HUN",1978,3
"2743","HUN",1979,3
"2744","HUN",1980,3
"2745","HUN",1981,3
"2746","HUN",1982,3
"2747","HUN",1983,3
"2748","HUN",1984,3
"2749","HUN",1985,3
"2750","HUN",1986,3
"2751","HUN",1987,3
"2752","HUN",1988,3
"2753","HUN",1989,3
"2754","HUN",1990,3
"2755","HUN",1991,1
"2756","HUN",1992,1
"2757","HUN",1993,1
"2758","HUN",1994,1
"2759","HUN",1995,3
"2760","HUN",1996,3
"2761","HUN",1997,3
"2762","HUN",1998,3
"2763","HUN",1999,3
"2764","HUN",2000,3
"2765","HUN",2001,3
"2766","HUN",2002,3
"2767","HUN",2003,3
"2768","HUN",2004,3
"2769","HUN",2005,3
"2770","HUN",2006,3
"2771","HUN",2007,3
"2772","HUN",2008,3
"2773","HUN",2009,3
"2774","HUN",2010,3
"2775","HUN",2011,1
"2776","HUN",2012,1
"2777","IDN",1975,0
"2778","IDN",1976,0
"2779","IDN",1977,0
"2780","IDN",1978,0
"2781","IDN",1979,0
"2782","IDN",1980,0
"2783","IDN",1981,0
"2784","IDN",1982,0
"2785","IDN",1983,0
"2786","IDN",1984,0
"2787","IDN",1985,0
"2788","IDN",1986,0
"2789","IDN",1987,0
"2790","IDN",1988,0
"2791","IDN",1989,0
"2792","IDN",1990,0
"2793","IDN",1991,0
"2794","IDN",1992,0
"2795","IDN",1993,0
"2796","IDN",1994,0
"2797","IDN",1995,0
"2798","IDN",1996,0
"2799","IDN",1997,0
"2800","IDN",1998,0
"2801","IDN",1999,0
"2802","IDN",2000,0
"2803","IDN",2001,0
"2804","IDN",2002,0
"2805","IDN",2003,0
"2806","IDN",2004,0
"2807","IDN",2005,0
"2808","IDN",2006,0
"2809","IDN",2007,0
"2810","IDN",2008,0
"2811","IDN",2009,0
"2812","IDN",2010,0
"2813","IDN",2011,0
"2814","IDN",2012,0
"2815","IND",1975,3
"2816","IND",1976,3
"2817","IND",1977,3
"2818","IND",1978,3
"2819","IND",1979,3
"2820","IND",1980,3
"2821","IND",1981,3
"2822","IND",1982,3
"2823","IND",1983,3
"2824","IND",1984,3
"2825","IND",1985,3
"2826","IND",1986,3
"2827","IND",1987,3
"2828","IND",1988,3
"2829","IND",1989,3
"2830","IND",1990,3
"2831","IND",1991,3
"2832","IND",1992,3
"2833","IND",1993,3
"2834","IND",1994,3
"2835","IND",1995,3
"2836","IND",1996,3
"2837","IND",1997,3
"2838","IND",1998,3
"2839","IND",1999,1
"2840","IND",2000,1
"2841","IND",2001,1
"2842","IND",2002,1
"2843","IND",2003,1
"2844","IND",2004,1
"2845","IND",2005,3
"2846","IND",2006,3
"2847","IND",2007,3
"2848","IND",2008,3
"2849","IND",2009,3
"2850","IND",2010,3
"2851","IND",2011,3
"2852","IND",2012,3
"2853","IRL",1975,1
"2854","IRL",1976,1
"2855","IRL",1977,1
"2856","IRL",1978,2
"2857","IRL",1979,2
"2858","IRL",1980,2
"2859","IRL",1981,2
"2860","IRL",1982,1
"2861","IRL",1983,1
"2862","IRL",1984,1
"2863","IRL",1985,1
"2864","IRL",1986,1
"2865","IRL",1987,1
"2866","IRL",1988,2
"2867","IRL",1989,2
"2868","IRL",1990,2
"2869","IRL",1991,2
"2870","IRL",1992,2
"2871","IRL",1993,2
"2872","IRL",1994,2
"2873","IRL",1995,1
"2874","IRL",1996,1
"2875","IRL",1997,1
"2876","IRL",1998,2
"2877","IRL",1999,2
"2878","IRL",2000,2
"2879","IRL",2001,2
"2880","IRL",2002,2
"2881","IRL",2003,2
"2882","IRL",2004,2
"2883","IRL",2005,2
"2884","IRL",2006,2
"2885","IRL",2007,2
"2886","IRL",2008,2
"2887","IRL",2009,2
"2888","IRL",2010,2
"2889","IRL",2011,2
"2890","IRL",2012,2
"2891","IRN",1975,0
"2892","IRN",1976,0
"2893","IRN",1977,0
"2894","IRN",1978,0
"2895","IRN",1979,0
"2896","IRN",1980,0
"2897","IRN",1981,0
"2898","IRN",1982,0
"2899","IRN",1983,0
"2900","IRN",1984,0
"2901","IRN",1985,0
"2902","IRN",1986,0
"2903","IRN",1987,0
"2904","IRN",1988,0
"2905","IRN",1989,0
"2906","IRN",1990,0
"2907","IRN",1991,0
"2908","IRN",1992,0
"2909","IRN",1993,0
"2910","IRN",1994,0
"2911","IRN",1995,0
"2912","IRN",1996,0
"2913","IRN",1997,0
"2914","IRN",1998,0
"2915","IRN",1999,0
"2916","IRN",2000,0
"2917","IRN",2001,0
"2918","IRN",2002,0
"2919","IRN",2003,0
"2920","IRN",2004,0
"2921","IRN",2005,0
"2922","IRN",2006,0
"2923","IRN",2007,0
"2924","IRN",2008,0
"2925","IRN",2009,0
"2926","IRN",2010,0
"2927","IRN",2011,0
"2928","IRN",2012,0
"2929","IRQ",1975,0
"2930","IRQ",1976,0
"2931","IRQ",1977,0
"2932","IRQ",1978,0
"2933","IRQ",1979,0
"2934","IRQ",1980,0
"2935","IRQ",1981,0
"2936","IRQ",1982,0
"2937","IRQ",1983,0
"2938","IRQ",1984,0
"2939","IRQ",1985,0
"2940","IRQ",1986,0
"2941","IRQ",1987,0
"2942","IRQ",1988,0
"2943","IRQ",1989,0
"2944","IRQ",1990,0
"2945","IRQ",1991,0
"2946","IRQ",1992,0
"2947","IRQ",1993,0
"2948","IRQ",1994,0
"2949","IRQ",1995,0
"2950","IRQ",1996,0
"2951","IRQ",1997,0
"2952","IRQ",1998,0
"2953","IRQ",1999,0
"2954","IRQ",2000,0
"2955","IRQ",2001,0
"2956","IRQ",2002,0
"2957","IRQ",2003,0
"2958","IRQ",2004,NA
"2959","IRQ",2005,NA
"2960","IRQ",2006,0
"2961","IRQ",2007,0
"2962","IRQ",2008,0
"2963","IRQ",2009,0
"2964","IRQ",2010,0
"2965","IRQ",2011,0
"2966","IRQ",2012,0
"2967","ISL",1975,1
"2968","ISL",1976,1
"2969","ISL",1977,1
"2970","ISL",1978,1
"2971","ISL",1979,2
"2972","ISL",1980,1
"2973","ISL",1981,1
"2974","ISL",1982,1
"2975","ISL",1983,1
"2976","ISL",1984,1
"2977","ISL",1985,1
"2978","ISL",1986,1
"2979","ISL",1987,1
"2980","ISL",1988,2
"2981","ISL",1989,2
"2982","ISL",1990,2
"2983","ISL",1991,2
"2984","ISL",1992,1
"2985","ISL",1993,1
"2986","ISL",1994,1
"2987","ISL",1995,1
"2988","ISL",1996,1
"2989","ISL",1997,1
"2990","ISL",1998,1
"2991","ISL",1999,1
"2992","ISL",2000,1
"2993","ISL",2001,1
"2994","ISL",2002,1
"2995","ISL",2003,1
"2996","ISL",2004,1
"2997","ISL",2005,2
"2998","ISL",2006,2
"2999","ISL",2007,1
"3000","ISL",2008,1
"3001","ISL",2009,1
"3002","ISL",2010,0
"3003","ISL",2011,0
"3004","ISL",2012,0
"3005","ISR",1975,3
"3006","ISR",1976,3
"3007","ISR",1977,3
"3008","ISR",1978,1
"3009","ISR",1979,1
"3010","ISR",1980,1
"3011","ISR",1981,1
"3012","ISR",1982,1
"3013","ISR",1983,1
"3014","ISR",1984,1
"3015","ISR",1985,3
"3016","ISR",1986,3
"3017","ISR",1987,1
"3018","ISR",1988,1
"3019","ISR",1989,1
"3020","ISR",1990,1
"3021","ISR",1991,1
"3022","ISR",1992,1
"3023","ISR",1993,3
"3024","ISR",1994,3
"3025","ISR",1995,3
"3026","ISR",1996,3
"3027","ISR",1997,1
"3028","ISR",1998,1
"3029","ISR",1999,1
"3030","ISR",2000,1
"3031","ISR",2001,1
"3032","ISR",2002,1
"3033","ISR",2003,1
"3034","ISR",2004,1
"3035","ISR",2005,1
"3036","ISR",2006,1
"3037","ISR",2007,1
"3038","ISR",2008,1
"3039","ISR",2009,1
"3040","ISR",2010,1
"3041","ISR",2011,1
"3042","ISR",2012,1
"3043","ITA",1975,2
"3044","ITA",1976,2
"3045","ITA",1977,2
"3046","ITA",1978,2
"3047","ITA",1979,2
"3048","ITA",1980,2
"3049","ITA",1981,2
"3050","ITA",1982,2
"3051","ITA",1983,2
"3052","ITA",1984,3
"3053","ITA",1985,3
"3054","ITA",1986,3
"3055","ITA",1987,3
"3056","ITA",1988,2
"3057","ITA",1989,2
"3058","ITA",1990,2
"3059","ITA",1991,2
"3060","ITA",1992,2
"3061","ITA",1993,3
"3062","ITA",1994,3
"3063","ITA",1995,1
"3064","ITA",1996,1
"3065","ITA",1997,2
"3066","ITA",1998,2
"3067","ITA",1999,2
"3068","ITA",2000,2
"3069","ITA",2001,2
"3070","ITA",2002,1
"3071","ITA",2003,1
"3072","ITA",2004,1
"3073","ITA",2005,1
"3074","ITA",2006,1
"3075","ITA",2007,3
"3076","ITA",2008,3
"3077","ITA",2009,1
"3078","ITA",2010,1
"3079","ITA",2011,1
"3080","ITA",2012,1
"3081","JAM",1975,3
"3082","JAM",1976,3
"3083","JAM",1977,3
"3084","JAM",1978,3
"3085","JAM",1979,3
"3086","JAM",1980,3
"3087","JAM",1981,1
"3088","JAM",1982,1
"3089","JAM",1983,1
"3090","JAM",1984,1
"3091","JAM",1985,1
"3092","JAM",1986,1
"3093","JAM",1987,1
"3094","JAM",1988,1
"3095","JAM",1989,1
"3096","JAM",1990,3
"3097","JAM",1991,3
"3098","JAM",1992,3
"3099","JAM",1993,3
"3100","JAM",1994,3
"3101","JAM",1995,3
"3102","JAM",1996,3
"3103","JAM",1997,3
"3104","JAM",1998,3
"3105","JAM",1999,3
"3106","JAM",2000,3
"3107","JAM",2001,3
"3108","JAM",2002,3
"3109","JAM",2003,3
"3110","JAM",2004,3
"3111","JAM",2005,3
"3112","JAM",2006,3
"3113","JAM",2007,3
"3114","JAM",2008,1
"3115","JAM",2009,1
"3116","JAM",2010,1
"3117","JAM",2011,1
"3118","JAM",2012,3
"3119","JOR",1975,0
"3120","JOR",1976,0
"3121","JOR",1977,0
"3122","JOR",1978,0
"3123","JOR",1979,0
"3124","JOR",1980,0
"3125","JOR",1981,0
"3126","JOR",1982,0
"3127","JOR",1983,0
"3128","JOR",1984,0
"3129","JOR",1985,0
"3130","JOR",1986,0
"3131","JOR",1987,0
"3132","JOR",1988,0
"3133","JOR",1989,0
"3134","JOR",1990,0
"3135","JOR",1991,0
"3136","JOR",1992,0
"3137","JOR",1993,0
"3138","JOR",1994,0
"3139","JOR",1995,0
"3140","JOR",1996,0
"3141","JOR",1997,0
"3142","JOR",1998,0
"3143","JOR",1999,0
"3144","JOR",2000,0
"3145","JOR",2001,0
"3146","JOR",2002,0
"3147","JOR",2003,0
"3148","JOR",2004,0
"3149","JOR",2005,0
"3150","JOR",2006,0
"3151","JOR",2007,0
"3152","JOR",2008,0
"3153","JOR",2009,0
"3154","JOR",2010,0
"3155","JOR",2011,0
"3156","JOR",2012,0
"3157","JPN",1975,1
"3158","JPN",1976,1
"3159","JPN",1977,1
"3160","JPN",1978,1
"3161","JPN",1979,1
"3162","JPN",1980,1
"3163","JPN",1981,1
"3164","JPN",1982,1
"3165","JPN",1983,1
"3166","JPN",1984,1
"3167","JPN",1985,1
"3168","JPN",1986,1
"3169","JPN",1987,1
"3170","JPN",1988,1
"3171","JPN",1989,1
"3172","JPN",1990,1
"3173","JPN",1991,1
"3174","JPN",1992,1
"3175","JPN",1993,1
"3176","JPN",1994,1
"3177","JPN",1995,3
"3178","JPN",1996,3
"3179","JPN",1997,1
"3180","JPN",1998,1
"3181","JPN",1999,1
"3182","JPN",2000,1
"3183","JPN",2001,1
"3184","JPN",2002,1
"3185","JPN",2003,1
"3186","JPN",2004,1
"3187","JPN",2005,1
"3188","JPN",2006,1
"3189","JPN",2007,1
"3190","JPN",2008,1
"3191","JPN",2009,1
"3192","JPN",2010,0
"3193","JPN",2011,0
"3194","JPN",2012,0
"3195","KAZ",1975,NA
"3196","KAZ",1976,NA
"3197","KAZ",1977,NA
"3198","KAZ",1978,NA
"3199","KAZ",1979,NA
"3200","KAZ",1980,NA
"3201","KAZ",1981,NA
"3202","KAZ",1982,NA
"3203","KAZ",1983,NA
"3204","KAZ",1984,NA
"3205","KAZ",1985,NA
"3206","KAZ",1986,NA
"3207","KAZ",1987,NA
"3208","KAZ",1988,NA
"3209","KAZ",1989,NA
"3210","KAZ",1990,NA
"3211","KAZ",1991,NA
"3212","KAZ",1992,0
"3213","KAZ",1993,0
"3214","KAZ",1994,2
"3215","KAZ",1995,2
"3216","KAZ",1996,2
"3217","KAZ",1997,2
"3218","KAZ",1998,2
"3219","KAZ",1999,2
"3220","KAZ",2000,2
"3221","KAZ",2001,2
"3222","KAZ",2002,2
"3223","KAZ",2003,2
"3224","KAZ",2004,2
"3225","KAZ",2005,2
"3226","KAZ",2006,2
"3227","KAZ",2007,2
"3228","KAZ",2008,2
"3229","KAZ",2009,2
"3230","KAZ",2010,2
"3231","KAZ",2011,2
"3232","KAZ",2012,2
"3233","KEN",1975,0
"3234","KEN",1976,0
"3235","KEN",1977,0
"3236","KEN",1978,0
"3237","KEN",1979,0
"3238","KEN",1980,0
"3239","KEN",1981,0
"3240","KEN",1982,0
"3241","KEN",1983,0
"3242","KEN",1984,0
"3243","KEN",1985,0
"3244","KEN",1986,0
"3245","KEN",1987,0
"3246","KEN",1988,0
"3247","KEN",1989,0
"3248","KEN",1990,0
"3249","KEN",1991,0
"3250","KEN",1992,0
"3251","KEN",1993,0
"3252","KEN",1994,0
"3253","KEN",1995,0
"3254","KEN",1996,0
"3255","KEN",1997,0
"3256","KEN",1998,0
"3257","KEN",1999,0
"3258","KEN",2000,0
"3259","KEN",2001,0
"3260","KEN",2002,0
"3261","KEN",2003,0
"3262","KEN",2004,0
"3263","KEN",2005,0
"3264","KEN",2006,0
"3265","KEN",2007,0
"3266","KEN",2008,0
"3267","KEN",2009,0
"3268","KEN",2010,0
"3269","KEN",2011,0
"3270","KEN",2012,0
"3271","KGZ",1975,NA
"3272","KGZ",1976,NA
"3273","KGZ",1977,NA
"3274","KGZ",1978,NA
"3275","KGZ",1979,NA
"3276","KGZ",1980,NA
"3277","KGZ",1981,NA
"3278","KGZ",1982,NA
"3279","KGZ",1983,NA
"3280","KGZ",1984,NA
"3281","KGZ",1985,NA
"3282","KGZ",1986,NA
"3283","KGZ",1987,NA
"3284","KGZ",1988,NA
"3285","KGZ",1989,NA
"3286","KGZ",1990,NA
"3287","KGZ",1991,NA
"3288","KGZ",1992,1
"3289","KGZ",1993,1
