"","location","time","gini_net","gini_market","rel_red","abs_red"
"1","AFG",2008,29.863124370575,31.6433146858215,0.0562580226794077,1.78019031524658
"2","AFG",2009,30.3264763069153,32.1173142051697,0.0557592670051513,1.7908378982544
"3","AFG",2010,30.7898281288147,32.5913135147095,0.0552750163040132,1.80148538589477
"4","AFG",2011,31.2531797599792,33.0653129196167,0.0548046578008451,1.81213315963745
"5","AFG",2012,31.71653175354,33.5393124961853,0.0543475881580036,1.82278074264526
"6","ALB",1996,29.9607440567017,31.6256107330322,0.0526429889491952,1.66486667633056
"7","ALB",1997,29.9469408416748,31.7434372711182,0.0565942627479068,1.79649642944336
"8","ALB",1998,30.1944845199585,32.0102738189697,0.0567252035793324,1.81578929901123
"9","ALB",1999,30.4420281219482,32.2771102523804,0.0568539784411708,1.83508213043213
"10","ALB",2000,30.6895716285706,32.5439464759827,0.0569806384354961,1.85437484741211
"11","ALB",2001,30.9371152114868,32.8107828521728,0.0571052403451554,1.87366764068603
"12","ALB",2002,31.184658908844,33.0776194763184,0.0572278355408743,1.89296056747437
"13","ALB",2003,31.683441734314,33.3832076263428,0.0509167935883884,1.69976589202881
"14","ALB",2004,32.18222448349,33.6887955856323,0.0447202423224909,1.50657110214234
"15","ALB",2005,33.018697757721,34.8774854660034,0.0532947740769417,1.85878770828247
"16","ALB",2006,33.9888663864136,35.8389242172241,0.0516214666377013,1.85005783081054
"17","ALB",2007,34.9590349388123,36.8003627204895,0.0500355878463132,1.84132778167724
"18","ALB",2008,35.9292036437988,37.7618013572693,0.0485304632618559,1.83259771347046
"19","DZA",1988,35.5116304779053,38.0488051605225,0.0666821118800765,2.53717468261719
"20","DZA",1989,34.9533980751038,37.4828805923462,0.0674836746074136,2.52948251724243
"21","DZA",1990,34.3951657867432,36.916955947876,0.0683098076854818,2.52179016113281
"22","DZA",1991,33.8369334411621,36.3510314941406,0.069161670237164,2.51409805297852
"23","DZA",1992,33.2787007904053,35.785106754303,0.0700404774842909,2.50640596389771
"24","DZA",1993,32.7204684257507,35.2191823005676,0.0709475266487553,2.49871387481689
"25","DZA",1994,32.1622360610962,34.653257522583,0.0718841932786102,2.49102146148681
"26","DZA",1995,31.6040037345886,34.0873330688477,0.0728519690655571,2.48332933425903
"27","DZA",1996,32.577609500885,35.1569982910156,0.0733677195299628,2.57938879013061
"28","DZA",1997,33.551215057373,36.2266635131836,0.0738530186429368,2.67544845581055
"29","DZA",1998,34.5248209381104,37.2963287353516,0.0743104721354041,2.77150779724121
"30","DZA",1999,35.4984267616272,38.3659938812256,0.0747424171644261,2.86756711959838
"31","DZA",2000,36.4720324325562,39.435659160614,0.0751509367698805,2.96362672805786
"32","DZA",2001,36.3372044563293,39.0680011177063,0.0698985508152684,2.73079666137696
"33","DZA",2002,36.2023761749268,38.7003434371948,0.0645463848743853,2.49796726226807
"34","DZA",2003,36.067548122406,38.3326853370666,0.0590915349327305,2.26513721466064
"35","DZA",2004,35.9327199745178,37.9650276184082,0.0535310461068904,2.03230764389038
"36","DZA",2005,35.7978919219971,37.5973695755005,0.0478617965517462,1.79947765350342
"37","AND",2001,28.2757988166809,45.500987739563,0.378567362569688,17.2251889228821
"38","AND",2002,28.2566032600403,45.9864905357361,0.385545560644988,17.7298872756958
"39","AND",2003,28.0353640174866,45.0880165100098,0.378208087480127,17.0526524925232
"40","AGO",1995,40.5783518218994,42.1819063186646,0.0380152211389175,1.60355449676513
"41","AGO",1996,44.3719040298462,46.1091036224365,0.0376758482840038,1.73719959259033
"42","AGO",1997,48.1654559707642,50.0363008499146,0.0373897519875031,1.8708448791504
"43","AGO",1998,51.9590078353882,53.9634983825684,0.0371453039046794,2.00449054718018
"44","AGO",1999,55.7525597763061,57.8906954956055,0.0369340133331379,2.13813571929932
"45","AGO",2000,59.5461119842529,61.8178928756714,0.0367495685430023,2.27178089141846
"46","AGO",2001,59.3059477615356,61.7068760299683,0.0389086018107058,2.40092826843262
"47","AGO",2002,59.0657838439941,61.5958589935303,0.0410754097901594,2.53007514953613
"48","AGO",2003,58.8256198501587,61.4848415756226,0.043250037851902,2.65922172546387
"49","AGO",2004,58.5854559326172,61.3738246154785,0.0454325390397473,2.78836868286133
"50","AGO",2005,58.3452917098999,61.2628077697754,0.0476229569960206,2.91751605987549
"51","AGO",2006,53.3343534469604,56.847854309082,0.0618053382106326,3.51350086212158
"52","AGO",2007,48.3234151077271,52.4329008483887,0.0783760897102436,4.10948574066162
"53","AGO",2008,43.3124768447876,48.0179473876953,0.0979939959722956,4.70547054290772
"54","AGO",2009,43.6365825653076,51.6517388916016,0.155176892362034,8.01515632629394
"55","AIA",2002,31.7015554428101,33.4715692520142,0.0528811122023385,1.77001380920411
"56","AIA",2003,33.0504956817627,34.8534595489502,0.0517298394627172,1.8029638671875
"57","AIA",2004,34.3994355773926,36.2353499412537,0.0506663897778701,1.83591436386108
"58","AIA",2005,35.7483755493164,37.6172403717041,0.049681071868139,1.86886482238769
"59","AIA",2006,37.0973156356812,38.9991307067871,0.0487655759664144,1.90181507110595
"60","AIA",2007,38.446255607605,40.3810207366943,0.047912734591457,1.93476512908936
"61","AIA",2008,39.7951956939697,41.7629114151001,0.0471163444897885,1.96771572113038
"62","ARG",1961,39.3083771133423,41.5038897323608,0.0528989603908546,2.19551261901855
"63","ARG",1963,36.5721495819092,39.0675239944458,0.0638733699348693,2.49537441253662
"64","ARG",1965,34.7355136871338,37.2021517562866,0.0663036397816963,2.46663806915283
"65","ARG",1969,36.2623603820801,38.845745048523,0.0665036714630115,2.58338466644287
"66","ARG",1970,34.9740415000916,37.5756025695801,0.0692353785856427,2.60156106948853
"67","ARG",1971,33.5631842803955,36.4802919387817,0.0799639340409194,2.91710765838623
"68","ARG",1972,33.2848657798767,35.830064201355,0.0710352738185163,2.54519842147827
"69","ARG",1974,31.4159040260315,35.5485926055908,0.116254632789861,4.13268857955932
"70","ARG",1975,31.9320132446289,37.5771173858643,0.150227173715005,5.64510414123535
"71","ARG",1976,33.1492340660095,38.7318493270874,0.144135004087544,5.58261526107788
"72","ARG",1977,34.9638049316406,41.1305815124512,0.149931665297358,6.16677658081055
"73","ARG",1978,36.1898421478272,41.9486303710937,0.137281912956922,5.7587882232666
"74","ARG",1979,37.2920073699951,42.4397644424438,0.121295608966681,5.14775707244873
"75","ARG",1980,37.3702200317383,41.4844031143188,0.0991742142521149,4.11418308258056
"76","ARG",1981,37.8181935882568,41.0008788299561,0.0776248054315824,3.18268524169923
"77","ARG",1982,37.5253651046753,40.0482048416138,0.0629950767310551,2.52283973693847
"78","ARG",1983,38.1556322479248,40.4291031646729,0.0562335233479682,2.27347091674805
"79","ARG",1985,38.7581382369995,41.1587498855591,0.0583256696385194,2.40061164855957
"80","ARG",1986,39.8671627807617,42.6729274749756,0.065750461949423,2.80576469421387
"81","ARG",1987,40.6511531448364,43.8195515441895,0.0723055870655791,3.16839839935302
"82","ARG",1988,41.3803002548218,44.4601773071289,0.0692727118704786,3.07987705230713
"83","ARG",1989,41.9055325317383,45.4195513153076,0.0773679766049343,3.51401878356933
"84","ARG",1990,41.5578643417358,44.8898083114624,0.0742249542837939,3.33194396972657
"85","ARG",1991,41.6239181137085,44.8607317733765,0.0721524935442297,3.23681365966797
"86","ARG",1992,41.2085858154297,44.3793405532837,0.0714466393218949,3.170754737854
"87","ARG",1993,41.5936943054199,44.6859344482422,0.0691994065023721,3.09224014282226
"88","ARG",1994,42.1106859588623,45.1360655212402,0.0670279858787035,3.02537956237793
"89","ARG",1995,42.877064704895,45.7886572265625,0.0635876371578425,2.91159252166748
"90","ARG",1996,43.5748793029785,46.3139501571655,0.0591413784592337,2.73907085418701
"91","ARG",1997,43.9096136474609,46.5859790420532,0.0574500192896307,2.67636539459229
"92","ARG",1998,44.4639493179321,46.9564294052124,0.0530806988276583,2.49248008728028
"93","ARG",1999,44.7828141403198,47.0970467376709,0.049137531069438,2.31423259735108
"94","ARG",2000,45.6838277435303,48.037081451416,0.0489882739913287,2.35325370788574
"95","ARG",2001,46.3550289154053,48.4185650634766,0.0426186968855026,2.06353614807129
"96","ARG",2002,46.5363185119629,48.7592620849609,0.0455901807768268,2.22294357299805
"97","ARG",2003,46.4140209579468,48.5667383956909,0.0443249332538078,2.15271743774414
"98","ARG",2004,45.3738558959961,47.6362954330444,0.0474940277467278,2.26243953704834
"99","ARG",2005,44.376004486084,46.6946169662476,0.0496548131412994,2.31861248016357
"100","ARG",2006,43.2916090393066,45.9457529067993,0.0577669033496216,2.65414386749267
"101","ARG",2007,42.5141027450561,45.1795774078369,0.0589973349843332,2.66547466278077
"102","ARG",2008,41.713244972229,44.9355993270874,0.0717105013199623,3.2223543548584
"103","ARG",2009,40.9491245269775,44.4808665084839,0.0793991272816758,3.53174198150634
"104","ARG",2010,39.8384619903564,43.898549079895,0.0924879563137554,4.06008708953858
"105","ARG",2011,38.9372771453857,43.2233680343628,0.0991614278084389,4.28609088897705
"106","ARG",2012,38.4423496246338,42.6300841140747,0.0982342534965418,4.18773448944091
"107","ARG",2013,37.9168887710571,41.8325857162476,0.093603990242219,3.91569694519043
"108","ARM",1986,25.9738721656799,26.4864412403107,0.0193521307743918,0.512569074630736
"109","ARM",1987,25.7651578712463,26.5097542572021,0.0280876381852358,0.744596385955809
"110","ARM",1988,25.5564436912537,26.5330674934387,0.0368077985112941,0.97662380218506
"111","ARM",1989,24.2369218254089,25.1122540283203,0.0348567755775416,0.875332202911377
"112","ARM",1990,25.1694704055786,25.1783764648438,0.000353718567897809,0.00890605926513643
"113","ARM",1991,28.9767467689514,31.9963016891479,0.0943719980369064,3.01955492019653
"114","ARM",1992,32.6367513465881,38.1870931434631,0.145346014582027,5.550341796875
"115","ARM",1993,32.0255435943604,34.310009098053,0.066583063186138,2.28446550369263
"116","ARM",1994,34.5753400230408,36.7528201389313,0.0592466131213685,2.1774801158905
"117","ARM",1995,35.8407827186584,38.434396572113,0.0674815812078197,2.59361385345459
"118","ARM",1996,38.1115190124512,41.2260064888,0.0755466692412955,3.11448747634888
"119","ARM",1997,38.8375718307495,42.0038172912598,0.0753799455548316,3.16624546051025
"120","ARM",1998,39.5636245346069,42.7816282653809,0.0752192906453249,3.21800373077393
"121","ARM",1999,36.8151133155823,40.0323260116577,0.0803653701046141,3.21721269607544
"122","ARM",2000,36.9984766578674,42.7198672485352,0.133928098544452,5.72139059066773
"123","ARM",2001,34.8486053085327,38.8243647575378,0.102403721833806,3.97575944900513
"124","ARM",2002,35.7086720848083,39.7456529998779,0.101570375886942,4.03698091506958
"125","ARM",2003,35.1634901428223,37.4238481330872,0.0603988660446294,2.26035799026489
"126","ARM",2004,37.7989675140381,38.7472604751587,0.0244738066508875,0.948292961120607
