"","location","TIME","year","quarter","left","execrlc","govfrac","yrcurnt","surprise_election","is_election_date"
"390","DNK",2009.25,2009,"Q2",0,1,0.387578,2.5,0,0
"391","DNK",2009.5,2009,"Q3",0,1,0.387578,2.25,0,0
"392","DNK",2009.75,2009,"Q4",0,1,0.387578,2,0,0
"393","DNK",2010,2010,"Q1",0,1,0.387578,1.75,0,0
"394","DNK",2010.25,2010,"Q2",0,1,0.387578,1.5,0,0
"395","DNK",2010.5,2010,"Q3",0,1,0.387578,1.25,0,0
"396","DNK",2010.75,2010,"Q4",0,1,0.387578,1,0,0
"397","DNK",2011,2011,"Q1",0,1,0.387578,0.75,0,0
"398","DNK",2011.25,2011,"Q2",0,1,0.387578,0.5,0,0
"399","DNK",2011.5,2011,"Q3",1,3,0.62002,4,0,1
"400","DNK",2011.75,2011,"Q4",1,3,0.62002,3.75,0,0
"401","DNK",2012,2012,"Q1",1,3,0.62002,3.5,0,0
"402","DNK",2012.25,2012,"Q2",1,3,0.62002,3.25,0,0
"403","DNK",2012.5,2012,"Q3",1,3,0.62002,3,0,0
"404","DNK",2012.75,2012,"Q4",1,3,0.62002,2.75,0,0
"405","EST",1992.5,1992,"Q3",0,1,0.622532,4,0,1
"406","EST",1992.75,1992,"Q4",0,1,0.622532,3.75,0,0
"407","EST",1993,1993,"Q1",0,1,0.622532,3.5,0,0
"408","EST",1993.25,1993,"Q2",0,1,0.622532,3.25,0,0
"409","EST",1993.5,1993,"Q3",0,1,0.622532,3,0,0
"410","EST",1993.75,1993,"Q4",0,1,0.622532,2.75,0,0
"411","EST",1994,1994,"Q1",0,1,0.622532,2.5,0,0
"412","EST",1994.25,1994,"Q2",0,1,0.622532,2.25,0,0
"413","EST",1994.5,1994,"Q3",0,1,0.622532,2,0,0
"414","EST",1994.75,1994,"Q4",0,1,0.622532,1.75,0,0
"415","EST",1995,1995,"Q1",0,1,0.622532,4,1,1
"416","EST",1995.25,1995,"Q2",0,1,0.622532,3.75,0,0
"417","EST",1995.5,1995,"Q3",0,1,0.622532,3.5,0,0
"418","EST",1995.75,1995,"Q4",0,1,0.622532,3.25,0,0
"419","EST",1996,1996,"Q1",0,1,0.622532,3,0,0
"420","EST",1996.25,1996,"Q2",0,1,0.622532,2.75,0,0
"421","EST",1996.5,1996,"Q3",0,1,0,2.5,0,0
"422","EST",1996.75,1996,"Q4",0,1,0,2.25,0,0
"423","EST",1997,1997,"Q1",0,1,0,2,0,0
"424","EST",1997.25,1997,"Q2",0,1,0,1.75,0,0
"425","EST",1997.5,1997,"Q3",0,1,0,1.5,0,0
"426","EST",1997.75,1997,"Q4",0,1,0,1.25,0,0
"427","EST",1998,1998,"Q1",0,1,0,1,0,0
"428","EST",1998.25,1998,"Q2",0,1,0,0.75,0,0
"429","EST",1998.5,1998,"Q3",0,1,0,0.5,0,0
"430","EST",1998.75,1998,"Q4",0,1,0,0.25,0,0
"431","EST",1999,1999,"Q1",0,1,0,4,0,1
"432","EST",1999.25,1999,"Q2",0,1,0,3.75,0,0
"433","EST",1999.5,1999,"Q3",0,1,0,3.5,0,0
"434","EST",1999.75,1999,"Q4",0,1,0,3.25,0,0
"435","EST",2000,2000,"Q1",0,1,0,3,0,0
"436","EST",2000.25,2000,"Q2",0,1,0,2.75,0,0
"437","EST",2000.5,2000,"Q3",0,1,0.486957,2.5,0,0
"438","EST",2000.75,2000,"Q4",0,1,0.486957,2.25,0,0
"439","EST",2001,2001,"Q1",0,1,0.486957,2,0,0
"440","EST",2001.25,2001,"Q2",0,1,0.486957,1.75,0,0
"441","EST",2001.5,2001,"Q3",0,1,0.486957,1.5,0,0
"442","EST",2001.75,2001,"Q4",0,1,0.486957,1.25,0,0
"443","EST",2002,2002,"Q1",0,1,0.486957,1,0,0
"444","EST",2002.25,2002,"Q2",0,1,0.486957,0.75,0,0
"445","EST",2002.5,2002,"Q3",0,1,0.486957,0.5,0,0
"446","EST",2002.75,2002,"Q4",0,1,0.486957,0.25,0,0
"447","EST",2003,2003,"Q1",0,0,0.486957,4,0,1
"448","EST",2003.25,2003,"Q2",0,0,0.486957,3.75,0,0
"449","EST",2003.5,2003,"Q3",0,0,0.486957,3.5,0,0
"450","EST",2003.75,2003,"Q4",0,0,0.486957,3.25,0,0
"451","EST",2004,2004,"Q1",0,0,0.486957,3,0,0
"452","EST",2004.25,2004,"Q2",0,0,0.486957,2.75,0,0
"453","EST",2004.5,2004,"Q3",0,0,0.645763,2.5,0,0
"454","EST",2004.75,2004,"Q4",0,0,0.645763,2.25,0,0
"455","EST",2005,2005,"Q1",0,0,0.645763,2,0,0
"456","EST",2005.25,2005,"Q2",0,0,0.645763,1.75,0,0
"457","EST",2005.5,2005,"Q3",0,0,0.645763,1.5,0,0
"458","EST",2005.75,2005,"Q4",0,0,0.645763,1.25,0,0
"459","EST",2006,2006,"Q1",0,0,0.645763,1,0,0
"460","EST",2006.25,2006,"Q2",0,0,0.645763,0.75,0,0
"461","EST",2006.5,2006,"Q3",0,0,0.645763,0.5,0,0
"462","EST",2006.75,2006,"Q4",0,0,0.645763,0.25,0,0
"463","EST",2007,2007,"Q1",0,0,0.645763,4,0,1
"464","EST",2007.25,2007,"Q2",0,0,0.645763,3.75,0,0
"465","EST",2007.5,2007,"Q3",0,0,0.645763,3.5,0,0
"466","EST",2007.75,2007,"Q4",0,0,0.645763,3.25,0,0
"467","EST",2008,2008,"Q1",0,0,0.645763,3,0,0
"468","EST",2008.25,2008,"Q2",0,0,0.645763,2.75,0,0
"469","EST",2008.5,2008,"Q3",0,0,0.615254,2.5,0,0
"470","EST",2008.75,2008,"Q4",0,0,0.615254,2.25,0,0
"471","EST",2009,2009,"Q1",0,0,0.615254,2,0,0
"472","EST",2009.25,2009,"Q2",0,0,0.615254,1.75,0,0
"473","EST",2009.5,2009,"Q3",0,0,0.615254,1.5,0,0
"474","EST",2009.75,2009,"Q4",0,0,0.615254,1.25,0,0
"475","EST",2010,2010,"Q1",0,0,0.615254,1,0,0
"476","EST",2010.25,2010,"Q2",0,0,0.615254,0.75,0,0
"477","EST",2010.5,2010,"Q3",0,0,0.622532,0.5,0,0
"478","EST",2010.75,2010,"Q4",0,0,0.622532,0.25,0,0
"479","EST",2011,2011,"Q1",0,0,0.622532,4,0,1
"480","EST",2011.25,2011,"Q2",0,0,0.622532,3.75,0,0
"481","EST",2011.5,2011,"Q3",0,0,0.622532,3.5,0,0
"482","EST",2011.75,2011,"Q4",0,0,0.622532,3.25,0,0
"483","EST",2012,2012,"Q1",0,0,0.622532,3,0,0
"484","EST",2012.25,2012,"Q2",0,0,0.622532,2.75,0,0
"485","EST",2012.5,2012,"Q3",0,0,0.622532,2.5,0,0
"486","EST",2012.75,2012,"Q4",0,0,0.622532,2.25,0,0
"487","FIN",1987,1987,"Q1",0,2,0.664002,4,0,1
"488","FIN",1987.25,1987,"Q2",0,2,0.664002,3.75,0,0
"489","FIN",1987.5,1987,"Q3",0,2,0.664002,3.5,0,0
"490","FIN",1987.75,1987,"Q4",0,2,0.664002,3.25,0,0
"491","FIN",1988,1988,"Q1",0,2,0.664002,3,0,0
"492","FIN",1988.25,1988,"Q2",0,2,0.664002,2.75,0,0
"493","FIN",1988.5,1988,"Q3",0,2,0.664002,2.5,0,0
"494","FIN",1988.75,1988,"Q4",0,2,0.664002,2.25,0,0
"495","FIN",1989,1989,"Q1",0,2,0.664002,2,0,0
"496","FIN",1989.25,1989,"Q2",0,2,0.664002,1.75,0,0
"497","FIN",1989.5,1989,"Q3",0,2,0.664002,1.5,0,0
"498","FIN",1989.75,1989,"Q4",0,2,0.664002,1.25,0,0
"499","FIN",1990,1990,"Q1",0,2,0.664002,1,0,0
"500","FIN",1990.25,1990,"Q2",0,2,0.664002,0.75,0,0
"501","FIN",1990.5,1990,"Q3",0,2,0.664002,0.5,0,0
"502","FIN",1990.75,1990,"Q4",0,2,0.664002,0.25,0,0
"503","FIN",1991,1991,"Q1",0,2,0.596573,4,0,1
"504","FIN",1991.25,1991,"Q2",0,2,0.596573,3.75,0,0
"505","FIN",1991.5,1991,"Q3",0,2,0.596573,3.5,0,0
"506","FIN",1991.75,1991,"Q4",0,2,0.596573,3.25,0,0
"507","FIN",1992,1992,"Q1",0,2,0.596573,3,0,0
"508","FIN",1992.25,1992,"Q2",0,2,0.596573,2.75,0,0
"509","FIN",1992.5,1992,"Q3",0,2,0.596573,2.5,0,0
"510","FIN",1992.75,1992,"Q4",0,2,0.596573,2.25,0,0
"511","FIN",1993,1993,"Q1",0,2,0.596573,2,0,0
"512","FIN",1993.25,1993,"Q2",0,2,0.596573,1.75,0,0
"513","FIN",1993.5,1993,"Q3",0,2,0.596573,1.5,0,0
"514","FIN",1993.75,1993,"Q4",0,2,0.596573,1.25,0,0
"515","FIN",1994,1994,"Q1",0,2,0.596573,1,0,0
"516","FIN",1994.25,1994,"Q2",0,2,0.596573,0.75,0,0
"517","FIN",1994.5,1994,"Q3",0,2,0.596573,0.5,0,0
"518","FIN",1994.75,1994,"Q4",0,2,0.596573,0.25,0,0
"519","FIN",1995,1995,"Q1",1,3,0.596573,4,0,1
"520","FIN",1995.25,1995,"Q2",1,3,0.596573,3.75,0,0
"521","FIN",1995.5,1995,"Q3",1,3,0.596573,3.5,0,0
"522","FIN",1995.75,1995,"Q4",1,3,0.596573,3.25,0,0
"523","FIN",1996,1996,"Q1",1,3,0.596573,3,0,0
"524","FIN",1996.25,1996,"Q2",1,3,0.596573,2.75,0,0
"525","FIN",1996.5,1996,"Q3",1,3,0.596573,2.5,0,0
"526","FIN",1996.75,1996,"Q4",1,3,0.596573,2.25,0,0
"527","FIN",1997,1997,"Q1",1,3,0.596573,2,0,0
"528","FIN",1997.25,1997,"Q2",1,3,0.596573,1.75,0,0
"529","FIN",1997.5,1997,"Q3",1,3,0.596573,1.5,0,0
"530","FIN",1997.75,1997,"Q4",1,3,0.596573,1.25,0,0
"531","FIN",1998,1998,"Q1",1,3,0.596573,1,0,0
"532","FIN",1998.25,1998,"Q2",1,3,0.596573,0.75,0,0
"533","FIN",1998.5,1998,"Q3",1,3,0.596573,0.5,0,0
"534","FIN",1998.75,1998,"Q4",1,3,0.596573,0.25,0,0
"535","FIN",1999,1999,"Q1",1,3,0.717084,4,0,1
"536","FIN",1999.25,1999,"Q2",1,3,0.717084,3.75,0,0
"537","FIN",1999.5,1999,"Q3",1,3,0.717084,3.5,0,0
"538","FIN",1999.75,1999,"Q4",1,3,0.717084,3.25,0,0
"539","FIN",2000,2000,"Q1",1,3,0.717084,3,0,0
"540","FIN",2000.25,2000,"Q2",1,3,0.717084,2.75,0,0
"541","FIN",2000.5,2000,"Q3",1,3,0.717084,2.5,0,0
"542","FIN",2000.75,2000,"Q4",1,3,0.717084,2.25,0,0
"543","FIN",2001,2001,"Q1",1,3,0.717084,2,0,0
"544","FIN",2001.25,2001,"Q2",1,3,0.717084,1.75,0,0
"545","FIN",2001.5,2001,"Q3",1,3,0.717084,1.5,0,0
"546","FIN",2001.75,2001,"Q4",1,3,0.717084,1.25,0,0
"547","FIN",2002,2002,"Q1",1,3,0.717084,1,0,0
"548","FIN",2002.25,2002,"Q2",1,3,0.717084,0.75,0,0
"549","FIN",2002.5,2002,"Q3",1,3,0.717084,0.5,0,0
"550","FIN",2002.75,2002,"Q4",1,3,0.717084,0.25,0,0
"551","FIN",2003,2003,"Q1",0,2,0.572797,4,0,1
"552","FIN",2003.25,2003,"Q2",0,2,0.572797,3.75,0,0
"553","FIN",2003.5,2003,"Q3",0,2,0.572797,3.5,0,0
"554","FIN",2003.75,2003,"Q4",0,2,0.572797,3.25,0,0
"555","FIN",2004,2004,"Q1",0,2,0.572797,3,0,0
"556","FIN",2004.25,2004,"Q2",0,2,0.572797,2.75,0,0
"557","FIN",2004.5,2004,"Q3",0,2,0.572797,2.5,0,0
"558","FIN",2004.75,2004,"Q4",0,2,0.572797,2.25,0,0
"559","FIN",2005,2005,"Q1",0,2,0.572797,2,0,0
"560","FIN",2005.25,2005,"Q2",0,2,0.572797,1.75,0,0
"561","FIN",2005.5,2005,"Q3",0,2,0.572797,1.5,0,0
"562","FIN",2005.75,2005,"Q4",0,2,0.572797,1.25,0,0
"563","FIN",2006,2006,"Q1",0,2,0.572797,1,0,0
"564","FIN",2006.25,2006,"Q2",0,2,0.572797,0.75,0,0
"565","FIN",2006.5,2006,"Q3",0,2,0.572797,0.5,0,0
"566","FIN",2006.75,2006,"Q4",0,2,0.572797,0.25,0,0
"567","FIN",2007,2007,"Q1",0,2,0.572797,4,0,1
"568","FIN",2007.25,2007,"Q2",0,2,0.572797,3.75,0,0
"569","FIN",2007.5,2007,"Q3",0,2,0.572797,3.5,0,0
"570","FIN",2007.75,2007,"Q4",0,2,0.572797,3.25,0,0
"571","FIN",2008,2008,"Q1",0,2,0.572797,3,0,0
"572","FIN",2008.25,2008,"Q2",0,2,0.572797,2.75,0,0
"573","FIN",2008.5,2008,"Q3",0,2,0.572797,2.5,0,0
"574","FIN",2008.75,2008,"Q4",0,2,0.572797,2.25,0,0
"575","FIN",2009,2009,"Q1",0,2,0.572797,2,0,0
"576","FIN",2009.25,2009,"Q2",0,2,0.572797,1.75,0,0
"577","FIN",2009.5,2009,"Q3",0,2,0.572797,1.5,0,0
"578","FIN",2009.75,2009,"Q4",0,2,0.572797,1.25,0,0
"579","FIN",2010,2010,"Q1",0,2,0.572797,1,0,0
"580","FIN",2010.25,2010,"Q2",0,2,0.572797,0.75,0,0
"581","FIN",2010.5,2010,"Q3",0,2,0.572797,0.5,0,0
"582","FIN",2010.75,2010,"Q4",0,2,0.572797,0.25,0,0
"583","FIN",2011,2011,"Q1",0,2,0.572797,0,0,0
"584","FIN",2011.25,2011,"Q2",0,1,0.659226,4,0,1
"585","FIN",2011.5,2011,"Q3",0,1,0.659226,3.75,0,0
"586","FIN",2011.75,2011,"Q4",0,1,0.659226,3.5,0,0
"587","FIN",2012,2012,"Q1",0,1,0.659226,3.25,0,0
"588","FIN",2012.25,2012,"Q2",0,1,0.659226,3,0,0
"589","FIN",2012.5,2012,"Q3",0,1,0.659226,2.75,0,0
"590","FIN",2012.75,2012,"Q4",0,1,0.659226,2.5,0,0
"591","FRA",1988.25,1988,"Q2",1,3,0.631088,5,0,1
"592","FRA",1988.5,1988,"Q3",1,3,0.631088,4.75,0,0
"593","FRA",1988.75,1988,"Q4",1,3,0.631088,4.5,0,0
"594","FRA",1989,1989,"Q1",1,3,0.631088,4.25,0,0
"595","FRA",1989.25,1989,"Q2",1,3,0.631088,4,0,0
"596","FRA",1989.5,1989,"Q3",1,3,0.631088,3.75,0,0
"597","FRA",1989.75,1989,"Q4",1,3,0.631088,3.5,0,0
"598","FRA",1990,1990,"Q1",1,3,0.631088,3.25,0,0
"599","FRA",1990.25,1990,"Q2",1,3,0.631088,3,0,0
"600","FRA",1990.5,1990,"Q3",1,3,0.631088,2.75,0,0
"601","FRA",1990.75,1990,"Q4",1,3,0.631088,2.5,0,0
"602","FRA",1991,1991,"Q1",1,3,0.631088,2.25,0,0
"603","FRA",1991.25,1991,"Q2",1,3,0.631088,2,0,0
"604","FRA",1991.5,1991,"Q3",1,3,0.631088,1.75,0,0
"605","FRA",1991.75,1991,"Q4",1,3,0.631088,1.5,0,0
"606","FRA",1992,1992,"Q1",1,3,0.631088,1.25,0,0
"607","FRA",1992.25,1992,"Q2",1,3,0.631088,1,0,0
"608","FRA",1992.5,1992,"Q3",1,3,0.631088,0.75,0,0
"609","FRA",1992.75,1992,"Q4",1,3,0.631088,0.5,0,0
"610","FRA",1993,1993,"Q1",0,1,0.09152,5,0,1
"611","FRA",1993.25,1993,"Q2",0,1,0.09152,4.75,0,0
"612","FRA",1993.5,1993,"Q3",0,1,0.09152,4.5,0,0
"613","FRA",1993.75,1993,"Q4",0,1,0.09152,4.25,0,0
"614","FRA",1994,1994,"Q1",0,1,0.09152,4,0,0
"615","FRA",1994.25,1994,"Q2",0,1,0.09152,3.75,0,0
"616","FRA",1994.5,1994,"Q3",0,1,0.09152,3.5,0,0
"617","FRA",1994.75,1994,"Q4",0,1,0.09152,3.25,0,0
"618","FRA",1995,1995,"Q1",0,1,0.09152,3,0,0
"619","FRA",1995.25,1995,"Q2",0,1,0.09152,2.75,0,0
"620","FRA",1995.5,1995,"Q3",0,1,0.09152,2.5,0,0
"621","FRA",1995.75,1995,"Q4",0,1,0.09152,2.25,0,0
"622","FRA",1996,1996,"Q1",0,1,0.09152,2,0,0
"623","FRA",1996.25,1996,"Q2",0,1,0.09152,1.75,0,0
"624","FRA",1996.5,1996,"Q3",0,1,0.09152,1.5,0,0
"625","FRA",1996.75,1996,"Q4",0,1,0.09152,1.25,0,0
"626","FRA",1997,1997,"Q1",0,1,0.09152,1,0,0
"627","FRA",1997.25,1997,"Q2",1,3,0.498352,5,1,1
"628","FRA",1997.5,1997,"Q3",1,3,0.498352,4.75,0,0
"629","FRA",1997.75,1997,"Q4",1,3,0.498352,4.5,0,0
"630","FRA",1998,1998,"Q1",1,3,0.498352,4.25,0,0
"631","FRA",1998.25,1998,"Q2",1,3,0.498352,4,0,0
"632","FRA",1998.5,1998,"Q3",1,3,0.498352,3.75,0,0
"633","FRA",1998.75,1998,"Q4",1,3,0.498352,3.5,0,0
"634","FRA",1999,1999,"Q1",1,3,0.498352,3.25,0,0
"635","FRA",1999.25,1999,"Q2",1,3,0.498352,3,0,0
"636","FRA",1999.5,1999,"Q3",1,3,0.498352,2.75,0,0
"637","FRA",1999.75,1999,"Q4",1,3,0.498352,2.5,0,0
"638","FRA",2000,2000,"Q1",1,3,0.498352,2.25,0,0
"639","FRA",2000.25,2000,"Q2",1,3,0.498352,2,0,0
"640","FRA",2000.5,2000,"Q3",1,3,0.498352,1.75,0,0
"641","FRA",2000.75,2000,"Q4",1,3,0.498352,1.5,0,0
"642","FRA",2001,2001,"Q1",1,3,0.498352,1.25,0,0
"643","FRA",2001.25,2001,"Q2",1,3,0.498352,1,0,0
"644","FRA",2001.5,2001,"Q3",1,3,0.498352,0.75,0,0
"645","FRA",2001.75,2001,"Q4",1,3,0.498352,0.5,0,0
"646","FRA",2002,2002,"Q1",1,3,0.498352,0.25,0,0
"647","FRA",2002.25,2002,"Q2",0,1,0.414661,5,0,1
"648","FRA",2002.5,2002,"Q3",0,1,0.414661,4.75,0,0
"649","FRA",2002.75,2002,"Q4",0,1,0.414661,4.5,0,0
"650","FRA",2003,2003,"Q1",0,1,0.414661,4.25,0,0
"651","FRA",2003.25,2003,"Q2",0,1,0.414661,4,0,0
"652","FRA",2003.5,2003,"Q3",0,1,0.414661,3.75,0,0
"653","FRA",2003.75,2003,"Q4",0,1,0.414661,3.5,0,0
"654","FRA",2004,2004,"Q1",0,1,0.414661,3.25,0,0
"655","FRA",2004.25,2004,"Q2",0,1,0.414661,3,0,0
"656","FRA",2004.5,2004,"Q3",0,1,0.414661,2.75,0,0
"657","FRA",2004.75,2004,"Q4",0,1,0.414661,2.5,0,0
"658","FRA",2005,2005,"Q1",0,1,0.414661,2.25,0,0
"659","FRA",2005.25,2005,"Q2",0,1,0.414661,2,0,0
"660","FRA",2005.5,2005,"Q3",0,1,0.414661,1.75,0,0
"661","FRA",2005.75,2005,"Q4",0,1,0.414661,1.5,0,0
"662","FRA",2006,2006,"Q1",0,1,0.414661,1.25,0,0
"663","FRA",2006.25,2006,"Q2",0,1,0.414661,1,0,0
"664","FRA",2006.5,2006,"Q3",0,1,0.414661,0.75,0,0
"665","FRA",2006.75,2006,"Q4",0,1,0.414661,0.5,0,0
"666","FRA",2007,2007,"Q1",0,1,0.414661,0.25,0,0
"667","FRA",2007.25,2007,"Q2",0,1,0.139999,5,0,1
"668","FRA",2007.5,2007,"Q3",0,1,0.139999,4.75,0,0
"669","FRA",2007.75,2007,"Q4",0,1,0.139999,4.5,0,0
"670","FRA",2008,2008,"Q1",0,1,0.139999,4.25,0,0
"671","FRA",2008.25,2008,"Q2",0,1,0.139999,4,0,0
"672","FRA",2008.5,2008,"Q3",0,1,0.139999,3.75,0,0
"673","FRA",2008.75,2008,"Q4",0,1,0.139999,3.5,0,0
"674","FRA",2009,2009,"Q1",0,1,0.139999,3.25,0,0
"675","FRA",2009.25,2009,"Q2",0,1,0.139999,3,0,0
"676","FRA",2009.5,2009,"Q3",0,1,0.139999,2.75,0,0
"677","FRA",2009.75,2009,"Q4",0,1,0.139999,2.5,0,0
"678","FRA",2010,2010,"Q1",0,1,0.139999,2.25,0,0
"679","FRA",2010.25,2010,"Q2",0,1,0.139999,2,0,0
"680","FRA",2010.5,2010,"Q3",0,1,0.139999,1.75,0,0
"681","FRA",2010.75,2010,"Q4",0,1,0.139999,1.5,0,0
"682","FRA",2011,2011,"Q1",0,1,0.139999,1.25,0,0
"683","FRA",2011.25,2011,"Q2",0,1,0.139999,1,0,0
"684","FRA",2011.5,2011,"Q3",0,1,0.139999,0.75,0,0
"685","FRA",2011.75,2011,"Q4",0,1,0.139999,0.5,0,0
"686","FRA",2012,2012,"Q1",0,1,0.139999,0.25,0,0
"687","FRA",2012.25,2012,"Q2",1,3,0.123085,5,0,1
"688","FRA",2012.5,2012,"Q3",1,3,0.123085,4.75,0,0
"689","FRA",2012.75,2012,"Q4",1,3,0.123085,4.5,0,0
"690","GBR",1987.25,1987,"Q2",0,1,0,5,0,1
"691","GBR",1987.5,1987,"Q3",0,1,0,4.75,0,0
"692","GBR",1987.75,1987,"Q4",0,1,0,4.5,0,0
"693","GBR",1988,1988,"Q1",0,1,0,4.25,0,0
"694","GBR",1988.25,1988,"Q2",0,1,0,4,0,0
"695","GBR",1988.5,1988,"Q3",0,1,0,3.75,0,0
"696","GBR",1988.75,1988,"Q4",0,1,0,3.5,0,0
"697","GBR",1989,1989,"Q1",0,1,0,3.25,0,0
"698","GBR",1989.25,1989,"Q2",0,1,0,3,0,0
"699","GBR",1989.5,1989,"Q3",0,1,0,2.75,0,0
"700","GBR",1989.75,1989,"Q4",0,1,0,2.5,0,0
"701","GBR",1990,1990,"Q1",0,1,0,2.25,0,0
"702","GBR",1990.25,1990,"Q2",0,1,0,2,0,0
"703","GBR",1990.5,1990,"Q3",0,1,0,1.75,0,0
"704","GBR",1990.75,1990,"Q4",0,1,0,1.5,0,0
"705","GBR",1991,1991,"Q1",0,1,0,1.25,0,0
"706","GBR",1991.25,1991,"Q2",0,1,0,1,0,0
"707","GBR",1991.5,1991,"Q3",0,1,0,0.75,0,0
"708","GBR",1991.75,1991,"Q4",0,1,0,0.5,0,0
"709","GBR",1992,1992,"Q1",0,1,0,0.25,0,0
"710","GBR",1992.25,1992,"Q2",0,1,0,5,0,1
"711","GBR",1992.5,1992,"Q3",0,1,0,4.75,0,0
"712","GBR",1992.75,1992,"Q4",0,1,0,4.5,0,0
"713","GBR",1993,1993,"Q1",0,1,0,4.25,0,0
"714","GBR",1993.25,1993,"Q2",0,1,0,4,0,0
"715","GBR",1993.5,1993,"Q3",0,1,0,3.75,0,0
"716","GBR",1993.75,1993,"Q4",0,1,0,3.5,0,0
"717","GBR",1994,1994,"Q1",0,1,0,3.25,0,0
"718","GBR",1994.25,1994,"Q2",0,1,0,3,0,0
"719","GBR",1994.5,1994,"Q3",0,1,0,2.75,0,0
"720","GBR",1994.75,1994,"Q4",0,1,0,2.5,0,0
"721","GBR",1995,1995,"Q1",0,1,0,2.25,0,0
"722","GBR",1995.25,1995,"Q2",0,1,0,2,0,0
"723","GBR",1995.5,1995,"Q3",0,1,0,1.75,0,0
"724","GBR",1995.75,1995,"Q4",0,1,0,1.5,0,0
"725","GBR",1996,1996,"Q1",0,1,0,1.25,0,0
"726","GBR",1996.25,1996,"Q2",0,1,0,1,0,0
"727","GBR",1996.5,1996,"Q3",0,1,0,0.75,0,0
"728","GBR",1996.75,1996,"Q4",0,1,0,0.5,0,0
"729","GBR",1997,1997,"Q1",0,1,0,0.25,0,0
"730","GBR",1997.25,1997,"Q2",1,3,0,5,0,1
"731","GBR",1997.5,1997,"Q3",1,3,0,4.75,0,0
"732","GBR",1997.75,1997,"Q4",1,3,0,4.5,0,0
"733","GBR",1998,1998,"Q1",1,3,0,4.25,0,0
"734","GBR",1998.25,1998,"Q2",1,3,0,4,0,0
"735","GBR",1998.5,1998,"Q3",1,3,0,3.75,0,0
"736","GBR",1998.75,1998,"Q4",1,3,0,3.5,0,0
"737","GBR",1999,1999,"Q1",1,3,0,3.25,0,0
"738","GBR",1999.25,1999,"Q2",1,3,0,3,0,0
"739","GBR",1999.5,1999,"Q3",1,3,0,2.75,0,0
"740","GBR",1999.75,1999,"Q4",1,3,0,2.5,0,0
"741","GBR",2000,2000,"Q1",1,3,0,2.25,0,0
"742","GBR",2000.25,2000,"Q2",1,3,0,2,0,0
"743","GBR",2000.5,2000,"Q3",1,3,0,1.75,0,0
"744","GBR",2000.75,2000,"Q4",1,3,0,1.5,0,0
"745","GBR",2001,2001,"Q1",1,3,0,1.25,0,0
"746","GBR",2001.25,2001,"Q2",1,3,0,5,1,1
"747","GBR",2001.5,2001,"Q3",1,3,0,4.75,0,0
"748","GBR",2001.75,2001,"Q4",1,3,0,4.5,0,0
"749","GBR",2002,2002,"Q1",1,3,0,4.25,0,0
"750","GBR",2002.25,2002,"Q2",1,3,0,4,0,0
"751","GBR",2002.5,2002,"Q3",1,3,0,3.75,0,0
"752","GBR",2002.75,2002,"Q4",1,3,0,3.5,0,0
"753","GBR",2003,2003,"Q1",1,3,0,3.25,0,0
"754","GBR",2003.25,2003,"Q2",1,3,0,3,0,0
"755","GBR",2003.5,2003,"Q3",1,3,0,2.75,0,0
"756","GBR",2003.75,2003,"Q4",1,3,0,2.5,0,0
"757","GBR",2004,2004,"Q1",1,3,0,2.25,0,0
"758","GBR",2004.25,2004,"Q2",1,3,0,2,0,0
"759","GBR",2004.5,2004,"Q3",1,3,0,1.75,0,0
"760","GBR",2004.75,2004,"Q4",1,3,0,1.5,0,0
"761","GBR",2005,2005,"Q1",1,3,0,1.25,0,0
"762","GBR",2005.25,2005,"Q2",1,3,0,5,1,1
"763","GBR",2005.5,2005,"Q3",1,3,0,4.75,0,0
"764","GBR",2005.75,2005,"Q4",1,3,0,4.5,0,0
"765","GBR",2006,2006,"Q1",1,3,0,4.25,0,0
"766","GBR",2006.25,2006,"Q2",1,3,0,4,0,0
"767","GBR",2006.5,2006,"Q3",1,3,0,3.75,0,0
"768","GBR",2006.75,2006,"Q4",1,3,0,3.5,0,0
"769","GBR",2007,2007,"Q1",1,3,0,3.25,0,0
"770","GBR",2007.25,2007,"Q2",1,3,0,3,0,0
"771","GBR",2007.5,2007,"Q3",1,3,0,2.75,0,0
"772","GBR",2007.75,2007,"Q4",1,3,0,2.5,0,0
"773","GBR",2008,2008,"Q1",1,3,0,2.25,0,0
"774","GBR",2008.25,2008,"Q2",1,3,0,2,0,0
"775","GBR",2008.5,2008,"Q3",1,3,0,1.75,0,0
"776","GBR",2008.75,2008,"Q4",1,3,0,1.5,0,0
"777","GBR",2009,2009,"Q1",1,3,0,1.25,0,0
"778","GBR",2009.25,2009,"Q2",1,3,0,1,0,0
"779","GBR",2009.5,2009,"Q3",1,3,0,0.75,0,0
"780","GBR",2009.75,2009,"Q4",1,3,0,0.5,0,0
"781","GBR",2010,2010,"Q1",1,3,0,0.25,0,0
"782","GBR",2010.25,2010,"Q2",0,1,0,5,0,1
"783","GBR",2010.5,2010,"Q3",0,1,0,4.75,0,0
"784","GBR",2010.75,2010,"Q4",0,1,0,4.5,0,0
"785","GBR",2011,2011,"Q1",0,1,0,4.25,0,0
"786","GBR",2011.25,2011,"Q2",0,1,0,4,0,0
"787","GBR",2011.5,2011,"Q3",0,1,0,3.75,0,0
"788","GBR",2011.75,2011,"Q4",0,1,0,3.5,0,0
