"","location","TIME","gdp_per_capita"
"945","FIN",1999.5,24509.328274
"946","FIN",1999.75,24947.44972
"947","FIN",2000,26031.6482
"948","FIN",2000.25,26128.644117
"949","FIN",2000.5,26670.459311
"950","FIN",2000.75,27025.532565
"951","FIN",2001,27290.324329
"952","FIN",2001.25,27429.685027
"953","FIN",2001.5,27701.949454
"954","FIN",2001.75,27748.328791
"955","FIN",2002,28088.273766
"956","FIN",2002.25,28511.157779
"957","FIN",2002.5,28438.544939
"958","FIN",2002.75,28645.273424
"959","FIN",2003,28235.463473
"960","FIN",2003.25,28592.78977
"961","FIN",2003.5,29036.316067
"962","FIN",2003.75,29406.505712
"963","FIN",2004,30219.947867
"964","FIN",2004.25,30936.098711
"965","FIN",2004.5,31326.199459
"966","FIN",2004.75,31867.124441
"967","FIN",2005,31824.506852
"968","FIN",2005.25,31706.004763
"969","FIN",2005.5,32186.019618
"970","FIN",2005.75,32545.72428
"971","FIN",2006,33689.347347
"972","FIN",2006.25,34226.116601
"973","FIN",2006.5,34796.586899
"974","FIN",2006.75,35303.664862
"975","FIN",2007,36285.922655
"976","FIN",2007.25,37191.655328
"977","FIN",2007.5,37723.322287
"978","FIN",2007.75,38837.60179
"979","FIN",2008,39304.383273
"980","FIN",2008.25,39554.817748
"981","FIN",2008.5,40187.029722
"982","FIN",2008.75,39881.541117
"983","FIN",2009,37547.876783
"984","FIN",2009.25,37438.240417
"985","FIN",2009.5,37669.167385
"986","FIN",2009.75,37482.271133
"987","FIN",2010,37421.541381
"988","FIN",2010.25,38370.943043
"989","FIN",2010.5,38251.236177
"990","FIN",2010.75,39228.999878
"991","FIN",2011,39786.079246
"992","FIN",2011.25,40101.864082
"993","FIN",2011.5,40519.872671
"994","FIN",2011.75,40595.110762
"995","FIN",2012,40775.45607
"996","FIN",2012.25,40283.50908
"997","FIN",2012.5,40369.70741
"998","FIN",2012.75,40322.246118
"999","FIN",2013,40507.4637
"1000","FIN",2013.25,40771.97844
"1001","FIN",2013.5,41044.394857
"1002","FIN",2013.75,40999.932492
"1003","FIN",2014,40717.625541
"1004","FIN",2014.25,40675.905543
"1005","FIN",2014.5,40743.70232
"1006","FIN",2014.75,40528.410231
"1007","FIN",2015,40561.65291
"1008","FIN",2015.25,40879.389755
"1009","FIN",2015.5,40694.917755
"1010","FRA",1989,16163.512864
"1011","FRA",1989.25,16457.236059
"1012","FRA",1989.5,16713.610269
"1013","FRA",1989.75,16971.111086
"1014","FRA",1990,17308.188084
"1015","FRA",1990.25,17531.762683
"1016","FRA",1990.5,17724.457837
"1017","FRA",1990.75,17821.288512
"1018","FRA",1991,17981.373745
"1019","FRA",1991.25,18212.136263
"1020","FRA",1991.5,18390.357767
"1021","FRA",1991.75,18566.983814
"1022","FRA",1992,18784.273042
"1023","FRA",1992.25,18875.601957
"1024","FRA",1992.5,18917.654475
"1025","FRA",1992.75,18975.068736
"1026","FRA",1993,18938.039065
"1027","FRA",1993.25,19062.155261
"1028","FRA",1993.5,19224.1662
"1029","FRA",1993.75,19338.533008
"1030","FRA",1994,19509.190885
"1031","FRA",1994.25,19820.324498
"1032","FRA",1994.5,20044.769829
"1033","FRA",1994.75,20308.814384
"1034","FRA",1995,20496.351211
"1035","FRA",1995.25,20673.511833
"1036","FRA",1995.5,20770.221972
"1037","FRA",1995.75,20889.203948
"1038","FRA",1996,21107.342968
"1039","FRA",1996.25,21224.029333
"1040","FRA",1996.5,21385.78083
"1041","FRA",1996.75,21523.466661
"1042","FRA",1997,21765.747899
"1043","FRA",1997.25,22090.191792
"1044","FRA",1997.5,22372.876456
"1045","FRA",1997.75,22708.083398
"1046","FRA",1998,22966.901093
"1047","FRA",1998.25,23262.421327
"1048","FRA",1998.5,23482.150664
"1049","FRA",1998.75,23660.630439
"1050","FRA",1999,23799.37778
"1051","FRA",1999.25,24023.168242
"1052","FRA",1999.5,24364.056516
"1053","FRA",1999.75,24795.260108
"1054","FRA",2000,25386.069197
"1055","FRA",2000.25,25803.466871
"1056","FRA",2000.5,26212.979793
"1057","FRA",2000.75,26644.339943
"1058","FRA",2001,27045.858218
"1059","FRA",2001.25,27334.85967
"1060","FRA",2001.5,27641.36926
"1061","FRA",2001.75,27845.831773
"1062","FRA",2002,28305.467997
"1063","FRA",2002.25,28627.82186
"1064","FRA",2002.5,28709.421788
"1065","FRA",2002.75,28531.962356
"1066","FRA",2003,28261.493914
"1067","FRA",2003.25,27975.942491
"1068","FRA",2003.5,28048.716629
"1069","FRA",2003.75,28225.518477
"1070","FRA",2004,28521.747013
"1071","FRA",2004.25,28889.400183
"1072","FRA",2004.5,29125.720926
"1073","FRA",2004.75,29484.645247
"1074","FRA",2005,29765.693333
"1075","FRA",2005.25,30071.626848
"1076","FRA",2005.5,30548.981018
"1077","FRA",2005.75,31072.412466
"1078","FRA",2006,31597.111468
"1079","FRA",2006.25,32250.559579
"1080","FRA",2006.5,32515.676434
"1081","FRA",2006.75,32907.287545
"1082","FRA",2007,33508.277963
"1083","FRA",2007.25,33943.457989
"1084","FRA",2007.5,34252.440756
"1085","FRA",2007.75,34571.874339
"1086","FRA",2008,35036.376533
"1087","FRA",2008.25,35127.571936
"1088","FRA",2008.5,35390.309595
"1089","FRA",2008.75,35015.855997
"1090","FRA",2009,34694.504351
"1091","FRA",2009.25,34709.26162
"1092","FRA",2009.5,34794.732515
"1093","FRA",2009.75,35126.215113
"1094","FRA",2010,35339.498822
"1095","FRA",2010.25,35692.956779
"1096","FRA",2010.5,36073.917296
"1097","FRA",2010.75,36480.399561
"1098","FRA",2011,37123.72962
"1099","FRA",2011.25,37327.916895
"1100","FRA",2011.5,37483.249225
"1101","FRA",2011.75,37381.563402
"1102","FRA",2012,37261.557285
"1103","FRA",2012.25,37190.846136
"1104","FRA",2012.5,37546.019924
"1105","FRA",2012.75,37932.523399
"1106","FRA",2013,38605.771439
"1107","FRA",2013.25,39277.943684
"1108","FRA",2013.5,39503.918182
"1109","FRA",2013.75,39621.555747
"1110","FRA",2014,39411.679809
"1111","FRA",2014.25,39339.498911
"1112","FRA",2014.5,39403.318579
"1113","FRA",2014.75,39308.676999
"1114","FRA",2015,39518.325861
"1115","FRA",2015.25,39652.814391
"1116","FRA",2015.5,39797.506419
"1117","GBR",1995,20711.329062
"1118","GBR",1995.25,20866.026336
"1119","GBR",1995.5,21219.711767
"1120","GBR",1995.75,21495.571121
"1121","GBR",1996,21980.820937
"1122","GBR",1996.25,22255.941256
"1123","GBR",1996.5,22539.510893
"1124","GBR",1996.75,22886.0957
"1125","GBR",1997,23319.286063
"1126","GBR",1997.25,23704.122908
"1127","GBR",1997.5,23960.67186
"1128","GBR",1997.75,24310.342503
"1129","GBR",1998,24399.842509
"1130","GBR",1998.25,24503.812779
"1131","GBR",1998.5,24605.672736
"1132","GBR",1998.75,24751.470698
"1133","GBR",1999,24797.347923
"1134","GBR",1999.25,24857.834185
"1135","GBR",1999.5,25383.870441
"1136","GBR",1999.75,25987.680357
"1137","GBR",2000,26771.07469
"1138","GBR",2000.25,27313.293068
"1139","GBR",2000.5,27700.039407
"1140","GBR",2000.75,27946.13841
"1141","GBR",2001,28333.921582
"1142","GBR",2001.25,28699.513244
"1143","GBR",2001.5,28979.535259
"1144","GBR",2001.75,29223.967715
"1145","GBR",2002,29547.370326
"1146","GBR",2002.25,29921.823109
"1147","GBR",2002.5,30270.549528
"1148","GBR",2002.75,30534.993255
"1149","GBR",2003,30678.674443
"1150","GBR",2003.25,30914.495344
"1151","GBR",2003.5,31296.647537
"1152","GBR",2003.75,31766.214793
"1153","GBR",2004,32480.22958
"1154","GBR",2004.25,33038.253844
"1155","GBR",2004.5,33265.049478
"1156","GBR",2004.75,33476.638177
"1157","GBR",2005,33707.328166
"1158","GBR",2005.25,34149.191621
"1159","GBR",2005.5,34801.202099
"1160","GBR",2005.75,35702.412988
"1161","GBR",2006,36403.666432
"1162","GBR",2006.25,36891.935694
"1163","GBR",2006.5,37065.162043
"1164","GBR",2006.75,37066.439681
"1165","GBR",2007,37293.399955
"1166","GBR",2007.25,37319.777189
"1167","GBR",2007.5,37462.863509
"1168","GBR",2007.75,37779.710855
"1169","GBR",2008,38090.948171
"1170","GBR",2008.25,38083.600404
"1171","GBR",2008.5,37748.871656
"1172","GBR",2008.75,37017.270729
"1173","GBR",2009,36611.630337
"1174","GBR",2009.25,36408.671072
"1175","GBR",2009.5,36229.329384
"1176","GBR",2009.75,36087.690206
"1177","GBR",2010,35826.247641
"1178","GBR",2010.25,35851.407793
"1179","GBR",2010.5,35860.15876
"1180","GBR",2010.75,35841.299425
"1181","GBR",2011,36122.462211
"1182","GBR",2011.25,36387.582203
"1183","GBR",2011.5,36819.233654
"1184","GBR",2011.75,36869.961502
"1185","GBR",2012,37113.056675
"1186","GBR",2012.25,37212.794464
"1187","GBR",2012.5,37817.361617
"1188","GBR",2012.75,38009.483973
"1189","GBR",2013,38506.753025
"1190","GBR",2013.25,38854.304824
"1191","GBR",2013.5,39340.349438
"1192","GBR",2013.75,39629.652707
"1193","GBR",2014,39834.176656
"1194","GBR",2014.25,40159.358639
"1195","GBR",2014.5,40356.288265
"1196","GBR",2014.75,40396.311253
"1197","GBR",2015,40308.94224
"1198","GBR",2015.25,40492.161833
"1199","GBR",2015.5,40563.306771
"1200","GRC",1995,15072.980234
"1201","GRC",1995.25,15267.645978
"1202","GRC",1995.5,15403.215268
"1203","GRC",1995.75,15543.486727
"1204","GRC",1996,15690.589051
"1205","GRC",1996.25,15826.453391
"1206","GRC",1996.5,16074.357228
"1207","GRC",1996.75,16347.763208
"1208","GRC",1997,16584.771025
"1209","GRC",1997.25,16897.067317
"1210","GRC",1997.5,17185.632539
"1211","GRC",1997.75,17342.83505
"1212","GRC",1998,17489.628151
"1213","GRC",1998.25,17532.966628
"1214","GRC",1998.5,17601.309598
"1215","GRC",1998.75,17753.936996
"1216","GRC",1999,17982.116343
"1217","GRC",1999.25,18183.933517
"1218","GRC",1999.5,18292.123472
"1219","GRC",1999.75,18615.227246
"1220","GRC",2000,18787.944029
"1221","GRC",2000.25,19060.950673
"1222","GRC",2000.5,19539.950891
"1223","GRC",2000.75,19950.104812
"1224","GRC",2001,20372.185195
"1225","GRC",2001.25,20613.9768
"1226","GRC",2001.5,21175.253637
"1227","GRC",2001.75,21519.169327
"1228","GRC",2002,22056.801412
"1229","GRC",2002.25,22763.405034
"1230","GRC",2002.5,22983.262439
"1231","GRC",2002.75,23121.472572
"1232","GRC",2003,23365.803175
"1233","GRC",2003.25,23608.213485
"1234","GRC",2003.5,23788.870877
"1235","GRC",2003.75,24432.587865
"1236","GRC",2004,25208.427835
"1237","GRC",2004.25,25411.797639
"1238","GRC",2004.5,25699.524486
"1239","GRC",2004.75,25433.770843
"1240","GRC",2005,25037.056318
"1241","GRC",2005.25,25021.678295
"1242","GRC",2005.5,25556.322681
"1243","GRC",2005.75,26072.40746
"1244","GRC",2006,27526.896434
"1245","GRC",2006.25,28088.496298
"1246","GRC",2006.5,28458.368102
"1247","GRC",2006.75,29039.602406
"1248","GRC",2007,28662.035567
"1249","GRC",2007.25,29426.817357
"1250","GRC",2007.5,29422.421945
"1251","GRC",2007.75,29673.047742
"1252","GRC",2008,30584.656595
"1253","GRC",2008.25,30974.538522
"1254","GRC",2008.5,31521.098485
"1255","GRC",2008.75,31384.33701
"1256","GRC",2009,30097.918434
"1257","GRC",2009.25,30986.012996
"1258","GRC",2009.5,30770.643485
"1259","GRC",2009.75,30820.583292
"1260","GRC",2010,30339.418817
"1261","GRC",2010.25,29446.538796
"1262","GRC",2010.5,28438.501555
"1263","GRC",2010.75,28042.694031
"1264","GRC",2011,27224.123722
"1265","GRC",2011.25,26904.642885
"1266","GRC",2011.5,26604.036896
"1267","GRC",2011.75,25783.014673
"1268","GRC",2012,25873.136324
"1269","GRC",2012.25,25849.118216
"1270","GRC",2012.5,25932.397032
"1271","GRC",2012.75,26369.641984
"1272","GRC",2013,26400.830979
"1273","GRC",2013.25,26689.362314
"1274","GRC",2013.5,26914.966223
"1275","GRC",2013.75,26832.555998
"1276","GRC",2014,26800.891659
"1277","GRC",2014.25,26645.920696
"1278","GRC",2014.5,26888.918093
"1279","GRC",2014.75,26628.068499
"1280","HUN",1995,9188.627652
"1281","HUN",1995.25,9146.716086
"1282","HUN",1995.5,9160.69392
"1283","HUN",1995.75,9176.539096
"1284","HUN",1996,9282.168109
"1285","HUN",1996.25,9357.540977
"1286","HUN",1996.5,9436.258342
"1287","HUN",1996.75,9624.795451
"1288","HUN",1997,9832.282394
"1289","HUN",1997.25,10007.188129
"1290","HUN",1997.5,10188.60406
"1291","HUN",1997.75,10378.590615
"1292","HUN",1998,10592.257687
"1293","HUN",1998.25,10781.455762
"1294","HUN",1998.5,10927.893189
"1295","HUN",1998.75,10989.792236
"1296","HUN",1999,11049.407265
"1297","HUN",1999.25,11165.374725
"1298","HUN",1999.5,11351.5968
"1299","HUN",1999.75,11535.198689
"1300","HUN",2000,11684.827531
"1301","HUN",2000.25,11944.508835
"1302","HUN",2000.5,12234.366984
"1303","HUN",2000.75,12658.388446
"1304","HUN",2001,13144.925939
"1305","HUN",2001.25,13601.011949
"1306","HUN",2001.5,13963.806655
"1307","HUN",2001.75,14269.337919
"1308","HUN",2002,14700.6367
"1309","HUN",2002.25,14906.488635
"1310","HUN",2002.5,15147.268508
"1311","HUN",2002.75,15348.952256
"1312","HUN",2003,15498.024307
"1313","HUN",2003.25,15639.497985
"1314","HUN",2003.5,15813.090895
"1315","HUN",2003.75,15980.13856
"1316","HUN",2004,16211.346788
"1317","HUN",2004.25,16430.21596
"1318","HUN",2004.5,16591.27326
"1319","HUN",2004.75,16694.137263
"1320","HUN",2005,16889.052225
"1321","HUN",2005.25,17187.7056
"1322","HUN",2005.5,17464.717866
"1323","HUN",2005.75,17839.098008
"1324","HUN",2006,18280.370385
"1325","HUN",2006.25,18691.237695
"1326","HUN",2006.5,18980.354666
"1327","HUN",2006.75,19170.388833
"1328","HUN",2007,19205.020794
"1329","HUN",2007.25,19302.080916
"1330","HUN",2007.5,19556.167931
"1331","HUN",2007.75,19856.455875
"1332","HUN",2008,20332.368791
"1333","HUN",2008.25,20860.200601
"1334","HUN",2008.5,21304.965675
"1335","HUN",2008.75,20986.760186
"1336","HUN",2009,20659.717994
"1337","HUN",2009.25,20879.811258
"1338","HUN",2009.5,21086.739081
"1339","HUN",2009.75,21263.422722
"1340","HUN",2010,21296.353273
"1341","HUN",2010.25,21550.863992
"1342","HUN",2010.5,21796.733066
"1343","HUN",2010.75,22033.689894
"1344","HUN",2011,22385.371539
"1345","HUN",2011.25,22620.926887
"1346","HUN",2011.5,22835.597993
"1347","HUN",2011.75,22978.887186
"1348","HUN",2012,22479.310489
"1349","HUN",2012.25,22575.024353
"1350","HUN",2012.5,22846.477979
"1351","HUN",2012.75,23082.504909
"1352","HUN",2013,23642.985004
"1353","HUN",2013.25,24048.683705
"1354","HUN",2013.5,24454.735752
"1355","HUN",2013.75,24714.190093
"1356","HUN",2014,24753.74488
"1357","HUN",2014.25,25069.63289
"1358","HUN",2014.5,25346.134178
"1359","HUN",2014.75,25671.455336
"1360","HUN",2015,26103.286553
"1361","HUN",2015.25,26656.098066
"1362","HUN",2015.5,27172.32806
"1363","IRL",1998,23776.224228
"1364","IRL",1998.25,24651.983782
"1365","IRL",1998.5,25140.760213
"1366","IRL",1998.75,24380.482641
"1367","IRL",1999,25638.226171
"1368","IRL",1999.25,25987.301538
"1369","IRL",1999.5,26819.958428
"1370","IRL",1999.75,27563.845585
"1371","IRL",2000,28234.839902
"1372","IRL",2000.25,29148.006251
"1373","IRL",2000.5,30113.135357
"1374","IRL",2000.75,30912.273414
"1375","IRL",2001,31380.634127
"1376","IRL",2001.25,31561.64255
"1377","IRL",2001.5,31939.36197
"1378","IRL",2001.75,32240.357431
"1379","IRL",2002,33322.548467
"1380","IRL",2002.25,34093.776217
"1381","IRL",2002.5,34999.572788
"1382","IRL",2002.75,35297.609544
"1383","IRL",2003,35268.404572
"1384","IRL",2003.25,35426.084779
"1385","IRL",2003.5,35549.196458
"1386","IRL",2003.75,37790.265384
"1387","IRL",2004,37359.584889
"1388","IRL",2004.25,38192.925148
"1389","IRL",2004.5,38051.059462
"1390","IRL",2004.75,39079.559564
"1391","IRL",2005,39124.45966
"1392","IRL",2005.25,40338.183026
"1393","IRL",2005.5,40474.315249
"1394","IRL",2005.75,41849.400019
"1395","IRL",2006,43008.853195
"1396","IRL",2006.25,43662.006483
"1397","IRL",2006.5,44672.603526
"1398","IRL",2006.75,44724.789773
"1399","IRL",2007,47580.356783
"1400","IRL",2007.25,46824.968674
"1401","IRL",2007.5,45573.172969
"1402","IRL",2007.75,46934.871937
"1403","IRL",2008,45162.017386
"1404","IRL",2008.25,44077.344351
"1405","IRL",2008.5,43965.521609
"1406","IRL",2008.75,42168.943196
"1407","IRL",2009,42413.340336
"1408","IRL",2009.25,41976.866482
"1409","IRL",2009.5,41418.14415
"1410","IRL",2009.75,41477.151208
"1411","IRL",2010,42651.095176
"1412","IRL",2010.25,42745.621711
"1413","IRL",2010.5,43715.299831
"1414","IRL",2010.75,43903.063679
"1415","IRL",2011,44718.715462
"1416","IRL",2011.25,45768.262187
"1417","IRL",2011.5,45781.783558
"1418","IRL",2011.75,46355.277898
"1419","IRL",2012,45764.467091
"1420","IRL",2012.25,46250.581901
"1421","IRL",2012.5,45840.935828
"1422","IRL",2012.75,46183.379598
"1423","IRL",2013,46456.655154
"1424","IRL",2013.25,46712.644213
"1425","IRL",2013.5,48920.677579
"1426","IRL",2013.75,48049.962751
"1427","IRL",2014,48514.870049
"1428","IRL",2014.25,48986.238634
"1429","IRL",2014.5,49852.824164
"1430","IRL",2014.75,50122.571725
"1431","IRL",2015,51084.582463
"1432","IRL",2015.25,52201.345753
"1433","IRL",2015.5,52910.295459
"1434","ISR",1995,19311.077642
"1435","ISR",1995.25,19690.248187
"1436","ISR",1995.5,19831.76367
"1437","ISR",1995.75,19919.912373
"1438","ISR",1996,20296.118771
"1439","ISR",1996.25,20541.784892
"1440","ISR",1996.5,20740.970854
"1441","ISR",1996.75,21023.748713
"1442","ISR",1997,21232.423589
"1443","ISR",1997.25,21317.624035
"1444","ISR",1997.5,21267.452332
"1445","ISR",1997.75,21583.009543
"1446","ISR",1998,21819.706474
"1447","ISR",1998.25,21771.831285
"1448","ISR",1998.5,21921.725176
"1449","ISR",1998.75,22013.352744
"1450","ISR",1999,21715.075866
"1451","ISR",1999.25,22632.833689
"1452","ISR",1999.5,22709.794194
"1453","ISR",1999.75,23207.481279
"1454","ISR",2000,23899.390185
"1455","ISR",2000.25,24733.190826
"1456","ISR",2000.5,25511.484116
"1457","ISR",2000.75,25393.248154
"1458","ISR",2001,25046.559675
"1459","ISR",2001.25,24979.695288
"1460","ISR",2001.5,24801.68179
"1461","ISR",2001.75,24795.7739
"1462","ISR",2002,25208.221188
"1463","ISR",2002.25,25400.918798
"1464","ISR",2002.5,25184.485308
"1465","ISR",2002.75,24589.19859
"1466","ISR",2003,24100.348411
"1467","ISR",2003.25,23557.790405
"1468","ISR",2003.5,23583.439494
"1469","ISR",2003.75,23742.126689
"1470","ISR",2004,24706.84496
"1471","ISR",2004.25,25211.242849
"1472","ISR",2004.5,25355.211346
"1473","ISR",2004.75,25313.815408
"1474","ISR",2005,24915.8087
"1475","ISR",2005.25,24710.761276
"1476","ISR",2005.5,24714.55209
"1477","ISR",2005.75,24904.234369
"1478","ISR",2006,25266.762346
"1479","ISR",2006.25,25745.45841
"1480","ISR",2006.5,25561.805392
"1481","ISR",2006.75,26086.225956
"1482","ISR",2007,26888.62561
"1483","ISR",2007.25,27365.480193
"1484","ISR",2007.5,27661.229769
"1485","ISR",2007.75,27704.303408
"1486","ISR",2008,27522.018241
"1487","ISR",2008.25,27376.446856
"1488","ISR",2008.5,27351.41664
"1489","ISR",2008.75,27136.940642
"1490","ISR",2009,27233.098514
"1491","ISR",2009.25,27411.726547
"1492","ISR",2009.5,27667.88849
"1493","ISR",2009.75,27994.796807
"1494","ISR",2010,28370.390357
"1495","ISR",2010.25,28715.404334
"1496","ISR",2010.5,28984.89113
"1497","ISR",2010.75,29347.685866
"1498","ISR",2011,29906.318229
"1499","ISR",2011.25,30389.349134
"1500","ISR",2011.5,30953.187739
"1501","ISR",2011.75,31095.201771
"1502","ISR",2012,31352.949468
"1503","ISR",2012.25,31733.556727
"1504","ISR",2012.5,32207.357381
"1505","ISR",2012.75,32692.820637
"1506","ISR",2013,32904.981874
"1507","ISR",2013.25,33407.375504
"1508","ISR",2013.5,33606.465827
"1509","ISR",2013.75,33632.700522
"1510","ISR",2014,33452.999391
"1511","ISR",2014.25,33642.723341
"1512","ISR",2014.5,33692.738483
"1513","ISR",2014.75,34108.552509
"1514","ISR",2015,34419.822416
"1515","ISR",2015.25,34692.695319
"1516","ISR",2015.5,35057.861439
"1517","ITA",1995,21710.657009
"1518","ITA",1995.25,21823.203951
"1519","ITA",1995.5,22037.361998
"1520","ITA",1995.75,22354.039163
"1521","ITA",1996,22606.384467
"1522","ITA",1996.25,22651.841872
"1523","ITA",1996.5,22672.804243
"1524","ITA",1996.75,22663.003607
"1525","ITA",1997,22935.974241
"1526","ITA",1997.25,23222.649397
"1527","ITA",1997.5,23542.825098
"1528","ITA",1997.75,24163.10066
"1529","ITA",1998,24320.952337
"1530","ITA",1998.25,24674.876164
"1531","ITA",1998.5,24852.404954
"1532","ITA",1998.75,24797.063894
"1533","ITA",1999,24875.443661
"1534","ITA",1999.25,24982.705048
"1535","ITA",1999.5,25173.438678
"1536","ITA",1999.75,25560.982863
"1537","ITA",2000,25972.615111
"1538","ITA",2000.25,26400.508704
"1539","ITA",2000.5,26841.326422
"1540","ITA",2000.75,27530.201089
"1541","ITA",2001,28187.064299
"1542","ITA",2001.25,28370.574792
"1543","ITA",2001.5,28301.47545
"1544","ITA",2001.75,28117.544243
"1545","ITA",2002,27840.380066
"1546","ITA",2002.25,27782.099439
"1547","ITA",2002.5,27845.494989
"1548","ITA",2002.75,28046.569012
"1549","ITA",2003,28330.156525
"1550","ITA",2003.25,28364.52525
"1551","ITA",2003.5,28486.7486
"1552","ITA",2003.75,28548.121773
"1553","ITA",2004,28598.265335
"1554","ITA",2004.25,28648.244496
"1555","ITA",2004.5,28667.697729
"1556","ITA",2004.75,28736.286868
"1557","ITA",2005,28852.476559
"1558","ITA",2005.25,29281.141687
"1559","ITA",2005.5,29837.47558
"1560","ITA",2005.75,30291.7007
"1561","ITA",2006,30987.195944
"1562","ITA",2006.25,31630.186328
"1563","ITA",2006.5,32122.152277
"1564","ITA",2006.75,32656.77207
"1565","ITA",2007,33139.956058
"1566","ITA",2007.25,33379.042787
"1567","ITA",2007.5,33612.083906
"1568","ITA",2007.75,33960.817683
"1569","ITA",2008,34854.204627
"1570","ITA",2008.25,35098.817028
"1571","ITA",2008.5,35171.777772
"1572","ITA",2008.75,34599.523548
"1573","ITA",2009,33860.782522
"1574","ITA",2009.25,33742.758168
"1575","ITA",2009.5,33913.723571
"1576","ITA",2009.75,33931.275956
"1577","ITA",2010,33979.192352
"1578","ITA",2010.25,34238.179952
"1579","ITA",2010.5,34509.373627
"1580","ITA",2010.75,34834.663996
"1581","ITA",2011,35189.36596
"1582","ITA",2011.25,35600.536853
"1583","ITA",2011.5,35729.092758
"1584","ITA",2011.75,35509.62227
"1585","ITA",2012,35416.722508
"1586","ITA",2012.25,35412.768106
"1587","ITA",2012.5,35472.089454
"1588","ITA",2012.75,35500.221671
"1589","ITA",2013,35420.894969
"1590","ITA",2013.25,35458.598991
"1591","ITA",2013.5,35578.970088
"1592","ITA",2013.75,35585.617224
"1593","ITA",2014,35525.090998
"1594","ITA",2014.25,35514.694617
"1595","ITA",2014.5,35506.441566
"1596","ITA",2014.75,35372.220957
"1597","ITA",2015,35440.135641
"1598","ITA",2015.25,35647.491104
"1599","ITA",2015.5,35748.032275
"1600","JPN",2007.5,33320.040614
"1601","JPN",2007.75,33734.590807
"1602","JPN",2008,34125.665989
"1603","JPN",2008.25,33861.191305
"1604","JPN",2008.5,33718.714842
"1605","JPN",2008.75,32652.725632
"1606","JPN",2009,31434.80014
"1607","JPN",2009.25,31929.109313
"1608","JPN",2009.5,31964.13997
"1609","JPN",2009.75,32625.217654
"1610","JPN",2010,33224.528329
"1611","JPN",2010.25,33750.583157
"1612","JPN",2010.5,34237.414232
"1613","JPN",2010.75,34229.980125
"1614","JPN",2011,33757.271915
"1615","JPN",2011.25,33773.026313
"1616","JPN",2011.5,34901.555765
"1617","JPN",2011.75,35096.318276
"1618","JPN",2012,35663.689297
"1619","JPN",2012.25,35732.75227
"1620","JPN",2012.5,35774.049103
"1621","JPN",2012.75,35889.033612
"1622","JPN",2013,36384.319276
"1623","JPN",2013.25,36651.936013
"1624","JPN",2013.5,36841.743126
"1625","JPN",2013.75,36705.985927
"1626","JPN",2014,37002.450497
"1627","JPN",2014.25,36365.374017
"1628","JPN",2014.5,36291.06756
"1629","JPN",2014.75,36673.967834
"1630","JPN",2015,37477.65003
"1631","JPN",2015.25,37997.057654
"1632","JPN",2015.5,38619.833543
"1633","LUX",2000,56686.006011
"1634","LUX",2000.25,56446.370369
"1635","LUX",2000.5,57648.58057
"1636","LUX",2000.75,55252.646017
"1637","LUX",2001,57385.914792
"1638","LUX",2001.25,54986.851813
"1639","LUX",2001.5,55705.48009
"1640","LUX",2001.75,56535.134151
"1641","LUX",2002,58818.084208
"1642","LUX",2002.25,60111.95518
"1643","LUX",2002.5,59480.93778
"1644","LUX",2002.75,58899.278235
"1645","LUX",2003,58491.355748
"1646","LUX",2003.25,60414.554914
"1647","LUX",2003.5,60523.007516
"1648","LUX",2003.75,63676.018028
"1649","LUX",2004,63854.973677
"1650","LUX",2004.25,64912.285343
"1651","LUX",2004.5,66223.627709
"1652","LUX",2004.75,66436.889692
"1653","LUX",2005,65141.003234
"1654","LUX",2005.25,65607.6669
"1655","LUX",2005.5,67576.508852
"1656","LUX",2005.75,69547.696516
"1657","LUX",2006,74073.044334
"1658","LUX",2006.25,76525.457442
"1659","LUX",2006.5,78626.34163
"1660","LUX",2006.75,79810.296008
"1661","LUX",2007,81321.466315
"1662","LUX",2007.25,82844.01949
"1663","LUX",2007.5,83412.735826
"1664","LUX",2007.75,83250.500106
"1665","LUX",2008,86014.804748
"1666","LUX",2008.25,86352.207082
"1667","LUX",2008.5,86285.011453
"1668","LUX",2008.75,81150.113229
"1669","LUX",2009,80820.510967
"1670","LUX",2009.25,79319.706823
"1671","LUX",2009.5,80249.12245
"1672","LUX",2009.75,80286.050536
"1673","LUX",2010,81723.914035
"1674","LUX",2010.25,84035.447617
"1675","LUX",2010.5,85099.18585
"1676","LUX",2010.75,86764.821181
"1677","LUX",2011,89639.290188
"1678","LUX",2011.25,90529.475322
"1679","LUX",2011.5,91782.813029
"1680","LUX",2011.75,91437.307995
"1681","LUX",2012,88857.52487
"1682","LUX",2012.25,90421.313451
"1683","LUX",2012.5,90736.146313
"1684","LUX",2012.75,92436.45063
"1685","LUX",2013,93706.768124
"1686","LUX",2013.25,95954.174076
"1687","LUX",2013.5,96366.397386
"1688","LUX",2013.75,96249.509796
"1689","LUX",2014,96516.389441
"1690","LUX",2014.25,96858.221593
"1691","LUX",2014.5,98172.557527
"1692","LUX",2014.75,100494.495767
"1693","LUX",2015,99806.992654
"1694","LUX",2015.25,101321.316044
"1695","LUX",2015.5,101668.374135
"1696","MEX",2005,11994.126957
"1697","MEX",2005.25,12141.794979
"1698","MEX",2005.5,12464.121767
"1699","MEX",2005.75,12821.993272
"1700","MEX",2006,13205.748583
"1701","MEX",2006.25,13519.0478
"1702","MEX",2006.5,13653.564975
