"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Period","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1960-Q2","Q2-1960","PC","Percentage","0","units",,,2.819686,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1960-Q3","Q3-1960","PC","Percentage","0","units",,,0.157607,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1960-Q4","Q4-1960","PC","Percentage","0","units",,,-0.321012,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1961-Q1","Q1-1961","PC","Percentage","0","units",,,0.194175,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1961-Q2","Q2-1961","PC","Percentage","0","units",,,-1.161215,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1961-Q3","Q3-1961","PC","Percentage","0","units",,,-0.610543,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1961-Q4","Q4-1961","PC","Percentage","0","units",,,1.207737,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1962-Q1","Q1-1962","PC","Percentage","0","units",,,2.827214,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1962-Q2","Q2-1962","PC","Percentage","0","units",,,1.901826,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1962-Q3","Q3-1962","PC","Percentage","0","units",,,0.828809,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1962-Q4","Q4-1962","PC","Percentage","0","units",,,1.777491,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1963-Q1","Q1-1963","PC","Percentage","0","units",,,2.274067,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1963-Q2","Q2-1963","PC","Percentage","0","units",,,-1.330067,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1963-Q3","Q3-1963","PC","Percentage","0","units",,,4.119932,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1963-Q4","Q4-1963","PC","Percentage","0","units",,,2.123631,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1964-Q1","Q1-1964","PC","Percentage","0","units",,,-0.108506,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1964-Q2","Q2-1964","PC","Percentage","0","units",,,2.5176,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1964-Q3","Q3-1964","PC","Percentage","0","units",,,0.603549,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1964-Q4","Q4-1964","PC","Percentage","0","units",,,2.803664,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1965-Q1","Q1-1965","PC","Percentage","0","units",,,0.811806,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1965-Q2","Q2-1965","PC","Percentage","0","units",,,1.562942,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1965-Q3","Q3-1965","PC","Percentage","0","units",,,-0.246982,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1965-Q4","Q4-1965","PC","Percentage","0","units",,,0.217121,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1966-Q1","Q1-1966","PC","Percentage","0","units",,,-0.314206,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1966-Q2","Q2-1966","PC","Percentage","0","units",,,1.35738,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1966-Q3","Q3-1966","PC","Percentage","0","units",,,2.886557,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1966-Q4","Q4-1966","PC","Percentage","0","units",,,0.620346,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1967-Q1","Q1-1967","PC","Percentage","0","units",,,3.889293,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1967-Q2","Q2-1967","PC","Percentage","0","units",,,-0.152732,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1967-Q3","Q3-1967","PC","Percentage","0","units",,,1.938347,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1967-Q4","Q4-1967","PC","Percentage","0","units",,,0.835052,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1968-Q1","Q1-1968","PC","Percentage","0","units",,,-0.924695,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1968-Q2","Q2-1968","PC","Percentage","0","units",,,3.87204,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1968-Q3","Q3-1968","PC","Percentage","0","units",,,1.287089,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1968-Q4","Q4-1968","PC","Percentage","0","units",,,3.733734,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1969-Q1","Q1-1969","PC","Percentage","0","units",,,-0.638763,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1969-Q2","Q2-1969","PC","Percentage","0","units",,,2.047031,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1969-Q3","Q3-1969","PC","Percentage","0","units",,,1.738644,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1969-Q4","Q4-1969","PC","Percentage","0","units",,,2.170282,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1970-Q1","Q1-1970","PC","Percentage","0","units",,,2.038457,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1970-Q2","Q2-1970","PC","Percentage","0","units",,,1.83557,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1970-Q3","Q3-1970","PC","Percentage","0","units",,,-0.484436,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1970-Q4","Q4-1970","PC","Percentage","0","units",,,2.088876,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1971-Q1","Q1-1971","PC","Percentage","0","units",,,-0.281379,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1971-Q2","Q2-1971","PC","Percentage","0","units",,,0.473444,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1971-Q3","Q3-1971","PC","Percentage","0","units",,,3.328653,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1971-Q4","Q4-1971","PC","Percentage","0","units",,,-0.235313,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1972-Q1","Q1-1972","PC","Percentage","0","units",,,-1.046781,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1972-Q2","Q2-1972","PC","Percentage","0","units",,,2.166522,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1972-Q3","Q3-1972","PC","Percentage","0","units",,,-0.566091,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1972-Q4","Q4-1972","PC","Percentage","0","units",,,1.035859,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1973-Q1","Q1-1973","PC","Percentage","0","units",,,2.595053,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1973-Q2","Q2-1973","PC","Percentage","0","units",,,0.184244,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1973-Q3","Q3-1973","PC","Percentage","0","units",,,0.98696,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1973-Q4","Q4-1973","PC","Percentage","0","units",,,2.526969,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1974-Q1","Q1-1974","PC","Percentage","0","units",,,0.011841,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1974-Q2","Q2-1974","PC","Percentage","0","units",,,-2.037313,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1974-Q3","Q3-1974","PC","Percentage","0","units",,,1.289766,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1974-Q4","Q4-1974","PC","Percentage","0","units",,,0.017046,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1975-Q1","Q1-1975","PC","Percentage","0","units",,,0.357055,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1975-Q2","Q2-1975","PC","Percentage","0","units",,,3.116296,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1975-Q3","Q3-1975","PC","Percentage","0","units",,,-1.10262,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1975-Q4","Q4-1975","PC","Percentage","0","units",,,-1.459629,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1976-Q1","Q1-1976","PC","Percentage","0","units",,,4.389671,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1976-Q2","Q2-1976","PC","Percentage","0","units",,,0.509143,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1976-Q3","Q3-1976","PC","Percentage","0","units",,,0.705484,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1976-Q4","Q4-1976","PC","Percentage","0","units",,,0.833293,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1977-Q1","Q1-1977","PC","Percentage","0","units",,,-0.559926,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1977-Q2","Q2-1977","PC","Percentage","0","units",,,1.430827,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1977-Q3","Q3-1977","PC","Percentage","0","units",,,-0.437976,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1977-Q4","Q4-1977","PC","Percentage","0","units",,,-0.331704,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1978-Q1","Q1-1978","PC","Percentage","0","units",,,0.721083,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1978-Q2","Q2-1978","PC","Percentage","0","units",,,0.923617,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1978-Q3","Q3-1978","PC","Percentage","0","units",,,1.413282,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1978-Q4","Q4-1978","PC","Percentage","0","units",,,0.826313,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1979-Q1","Q1-1979","PC","Percentage","0","units",,,2.816171,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1979-Q2","Q2-1979","PC","Percentage","0","units",,,-1.623105,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1979-Q3","Q3-1979","PC","Percentage","0","units",,,0.952697,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1979-Q4","Q4-1979","PC","Percentage","0","units",,,1.915037,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1980-Q1","Q1-1980","PC","Percentage","0","units",,,0.399985,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1980-Q2","Q2-1980","PC","Percentage","0","units",,,0.288944,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1980-Q3","Q3-1980","PC","Percentage","0","units",,,0.573312,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1980-Q4","Q4-1980","PC","Percentage","0","units",,,1.711578,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1981-Q1","Q1-1981","PC","Percentage","0","units",,,0.385488,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1981-Q2","Q2-1981","PC","Percentage","0","units",,,1.504148,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1981-Q3","Q3-1981","PC","Percentage","0","units",,,2.059107,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1981-Q4","Q4-1981","PC","Percentage","0","units",,,-0.428134,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1982-Q1","Q1-1982","PC","Percentage","0","units",,,-0.832475,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1982-Q2","Q2-1982","PC","Percentage","0","units",,,0.962058,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1982-Q3","Q3-1982","PC","Percentage","0","units",,,-0.705921,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1982-Q4","Q4-1982","PC","Percentage","0","units",,,-1.564897,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1983-Q1","Q1-1983","PC","Percentage","0","units",,,-0.998084,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1983-Q2","Q2-1983","PC","Percentage","0","units",,,-0.243174,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1983-Q3","Q3-1983","PC","Percentage","0","units",,,3.068767,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1983-Q4","Q4-1983","PC","Percentage","0","units",,,1.443879,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1984-Q1","Q1-1984","PC","Percentage","0","units",,,2.574769,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1984-Q2","Q2-1984","PC","Percentage","0","units",,,0.884645,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1984-Q3","Q3-1984","PC","Percentage","0","units",,,1.080509,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1984-Q4","Q4-1984","PC","Percentage","0","units",,,0.731051,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1985-Q1","Q1-1985","PC","Percentage","0","units",,,1.301181,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1985-Q2","Q2-1985","PC","Percentage","0","units",,,2.28364,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1985-Q3","Q3-1985","PC","Percentage","0","units",,,1.493625,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1985-Q4","Q4-1985","PC","Percentage","0","units",,,-0.320216,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1986-Q1","Q1-1986","PC","Percentage","0","units",,,0.615411,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1986-Q2","Q2-1986","PC","Percentage","0","units",,,-0.1523,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1986-Q3","Q3-1986","PC","Percentage","0","units",,,0.275048,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1986-Q4","Q4-1986","PC","Percentage","0","units",,,1.695857,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1987-Q1","Q1-1987","PC","Percentage","0","units",,,0.958737,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1987-Q2","Q2-1987","PC","Percentage","0","units",,,1.632702,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1987-Q3","Q3-1987","PC","Percentage","0","units",,,1.806111,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1987-Q4","Q4-1987","PC","Percentage","0","units",,,1.930486,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1988-Q1","Q1-1988","PC","Percentage","0","units",,,0.383073,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1988-Q2","Q2-1988","PC","Percentage","0","units",,,0.35351,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1988-Q3","Q3-1988","PC","Percentage","0","units",,,0.772294,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1988-Q4","Q4-1988","PC","Percentage","0","units",,,1.359913,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1989-Q1","Q1-1989","PC","Percentage","0","units",,,1.151959,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1989-Q2","Q2-1989","PC","Percentage","0","units",,,2.05273,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1989-Q3","Q3-1989","PC","Percentage","0","units",,,0.88701,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1989-Q4","Q4-1989","PC","Percentage","0","units",,,-0.406438,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1990-Q1","Q1-1990","PC","Percentage","0","units",,,0.895486,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1990-Q2","Q2-1990","PC","Percentage","0","units",,,0.093784,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1990-Q3","Q3-1990","PC","Percentage","0","units",,,-0.478424,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1990-Q4","Q4-1990","PC","Percentage","0","units",,,0.566455,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1991-Q1","Q1-1991","PC","Percentage","0","units",,,-1.38907,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1991-Q2","Q2-1991","PC","Percentage","0","units",,,-0.162821,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1991-Q3","Q3-1991","PC","Percentage","0","units",,,0.339453,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1991-Q4","Q4-1991","PC","Percentage","0","units",,,0.167829,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1992-Q1","Q1-1992","PC","Percentage","0","units",,,0.858351,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1992-Q2","Q2-1992","PC","Percentage","0","units",,,0.747285,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1992-Q3","Q3-1992","PC","Percentage","0","units",,,0.912874,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1992-Q4","Q4-1992","PC","Percentage","0","units",,,1.969021,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1993-Q1","Q1-1993","PC","Percentage","0","units",,,0.903829,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1993-Q2","Q2-1993","PC","Percentage","0","units",,,0.503474,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1993-Q3","Q3-1993","PC","Percentage","0","units",,,0.110658,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate compared to previous quarter, seasonally adjusted","Q","Quarterly","1993-Q4","Q4-1993","PC","Percentage","0","units",,,1.829815,,
